source_file,force_error
completed_Li_100_slab__LLZO_011_La_code71_sto_bestgap_3.00A_r_T550K_25,55.84561385363784
completed_Li_100_slab__LLZO_010_La_order0_off_bestgap_2.50A_r_T1100K_2200,72.04659720576144
completed_Li_100_slab__LLZO_001_Zr_code93_sto_bestgap_3.00A_r_T550K_125,75.94574028241709
completed_Li_100_slab__LLZO_110_Li_order17_off_bestgap_2.50A_r_T1100K_75,65.92935003447396
completed_Li_100_slab__LLZO_010_La_order0_off_bestgap_2.50A_r_T1100K_3800,70.05061371574516
completed_Li_110_slab__LLZO_001_Zr_code93_sto_bestgap_2.50A_r_T550K_3675,79.31828971737994
completed_Li_100_slab__LLZO_010_La_order0_off_bestgap_2.50A_r_T1100K_350,130.37816742573355
completed_Li_100_slab__LLZO_001_Zr_code93_sto_bestgap_3.00A_r_T1100K_12100,104.87564632884848
