      Step     Time          Energy          fmax
FIRE:    0 12:42:51    -8153.820312        0.808331
FIRE:    1 12:42:51    -8154.208496        0.523298
FIRE:    2 12:42:51    -8154.716309        0.318798
FIRE:    3 12:42:51    -8155.065918        0.493814
FIRE:    4 12:42:52    -8155.231445        0.538210
FIRE:    5 12:42:52    -8155.318359        0.404164
FIRE:    6 12:42:52    -8155.346191        0.379872
FIRE:    7 12:42:52    -8155.398926        0.339774
FIRE:    8 12:42:53    -8155.458496        0.283006
FIRE:    9 12:42:53    -8155.519043        0.213408
FIRE:   10 12:42:53    -8155.573730        0.136054
FIRE:   11 12:42:53    -8155.611328        0.110606
FIRE:   12 12:42:54    -8155.634277        0.120986
FIRE:   13 12:42:54    -8155.650879        0.148737
FIRE:   14 12:42:54    -8155.666016        0.186561
FIRE:   15 12:42:54    -8155.688965        0.191805
FIRE:   16 12:42:55    -8155.724121        0.161228
FIRE:   17 12:42:55    -8155.765625        0.111591
FIRE:   18 12:42:55    -8155.803711        0.092332
FIRE:   19 12:42:55    -8155.827148        0.102252
FIRE:   20 12:42:56    -8155.834961        0.138555
FIRE:   21 12:42:56    -8155.838379        0.129412
FIRE:   22 12:42:56    -8155.842773        0.111753
FIRE:   23 12:42:56    -8155.850098        0.086859
FIRE:   24 12:42:57    -8155.856934        0.056608
FIRE:   25 12:42:57    -8155.861328        0.043899
