      Step     Time          Energy          fmax
FIRE:    0 12:44:01    -1914.547241        0.438595
FIRE:    1 12:44:01    -1914.614014        0.392427
FIRE:    2 12:44:01    -1914.709229        0.309008
FIRE:    3 12:44:01    -1914.786255        0.214058
FIRE:    4 12:44:01    -1914.827393        0.337498
FIRE:    5 12:44:01    -1914.848511        0.310055
FIRE:    6 12:44:01    -1914.862061        0.201540
FIRE:    7 12:44:01    -1914.865845        0.194680
FIRE:    8 12:44:01    -1914.872803        0.181323
FIRE:    9 12:44:01    -1914.881714        0.162280
FIRE:   10 12:44:01    -1914.891357        0.138699
FIRE:   11 12:44:01    -1914.900269        0.112179
FIRE:   12 12:44:02    -1914.907593        0.085560
FIRE:   13 12:44:02    -1914.913086        0.084531
FIRE:   14 12:44:02    -1914.916748        0.083768
FIRE:   15 12:44:02    -1914.919678        0.100104
FIRE:   16 12:44:02    -1914.922607        0.099150
FIRE:   17 12:44:02    -1914.926514        0.084319
FIRE:   18 12:44:02    -1914.931396        0.083567
FIRE:   19 12:44:02    -1914.937012        0.078901
FIRE:   20 12:44:02    -1914.942383        0.072475
FIRE:   21 12:44:02    -1914.947388        0.077464
FIRE:   22 12:44:02    -1914.951782        0.054731
FIRE:   23 12:44:02    -1914.954346        0.047389
