Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
2.6740        -2292.070    -2307.819       15.748   316.5
2.6750        -2291.793    -2307.865       16.072   323.0
2.6760        -2291.841    -2307.911       16.070   322.9
2.6770        -2291.739    -2307.938       16.199   325.5
2.6780        -2291.751    -2307.947       16.196   325.4
2.6790        -2291.958    -2307.951       15.993   321.4
2.6800        -2291.807    -2307.932       16.125   324.0
2.6810        -2291.803    -2307.906       16.103   323.6
2.6820        -2292.020    -2307.875       15.855   318.6
2.6830        -2292.318    -2307.842       15.524   311.9
2.6840        -2292.299    -2307.804       15.505   311.6
2.6850        -2292.289    -2307.771       15.482   311.1
2.6860        -2292.501    -2307.745       15.244   306.3
2.6870        -2292.149    -2307.712       15.564   312.7
2.6880        -2292.127    -2307.680       15.553   312.5
2.6890        -2292.062    -2307.654       15.592   313.3
2.6900        -2292.024    -2307.628       15.604   313.6
2.6910        -2292.034    -2307.613       15.579   313.1
2.6920        -2292.073    -2307.598       15.525   312.0
2.6930        -2292.005    -2307.572       15.566   312.8
2.6940        -2292.087    -2307.533       15.446   310.4
2.6950        -2292.029    -2307.494       15.465   310.8
2.6960        -2291.954    -2307.465       15.511   311.7
2.6970        -2292.256    -2307.433       15.177   305.0
2.6980        -2292.367    -2307.401       15.034   302.1
2.6990        -2292.424    -2307.374       14.950   300.4
2.7000        -2292.336    -2307.355       15.019   301.8
2.7010        -2292.399    -2307.349       14.950   300.4
2.7020        -2292.461    -2307.361       14.900   299.4
2.7030        -2292.680    -2307.390       14.710   295.6
2.7040        -2292.518    -2307.437       14.919   299.8
2.7050        -2292.558    -2307.471       14.912   299.7
2.7060        -2292.635    -2307.503       14.867   298.8
2.7070        -2292.566    -2307.545       14.979   301.0
2.7080        -2292.682    -2307.592       14.910   299.6
2.7090        -2292.609    -2307.631       15.022   301.9
2.7100        -2292.568    -2307.667       15.099   303.4
2.7110        -2292.508    -2307.704       15.196   305.4
2.7120        -2292.478    -2307.744       15.266   306.8
2.7130        -2292.133    -2307.783       15.650   314.5
2.7140        -2292.108    -2307.823       15.716   315.8
2.7150        -2292.093    -2307.848       15.754   316.6
2.7160        -2292.074    -2307.861       15.787   317.2
2.7170        -2292.178    -2307.858       15.680   315.1
2.7180        -2292.211    -2307.844       15.634   314.1
2.7190        -2292.239    -2307.822       15.583   313.1
2.7200        -2292.309    -2307.797       15.488   311.2
2.7210        -2291.966    -2307.769       15.803   317.6
2.7220        -2291.949    -2307.735       15.786   317.2
2.7230        -2291.998    -2307.695       15.697   315.4
2.7240        -2292.080    -2307.650       15.570   312.9
2.7250        -2291.947    -2307.598       15.651   314.5
2.7260        -2291.934    -2307.552       15.618   313.8
2.7270        -2291.863    -2307.518       15.654   314.6
2.7280        -2291.902    -2307.482       15.581   313.1
2.7290        -2292.023    -2307.448       15.425   310.0
2.7300        -2291.933    -2307.419       15.486   311.2
2.7310        -2291.639    -2307.399       15.761   316.7
2.7320        -2291.737    -2307.369       15.632   314.1
2.7330        -2291.798    -2307.340       15.542   312.3
2.7340        -2291.961    -2307.311       15.350   308.4
2.7350        -2291.899    -2307.277       15.378   309.0
2.7360        -2292.014    -2307.252       15.238   306.2
2.7370        -2291.971    -2307.235       15.265   306.7
2.7380        -2292.077    -2307.224       15.147   304.4
2.7390        -2291.952    -2307.228       15.277   307.0
2.7400        -2291.950    -2307.239       15.290   307.2
2.7410        -2292.020    -2307.259       15.239   306.2
2.7420        -2292.139    -2307.278       15.139   304.2
2.7430        -2292.175    -2307.304       15.129   304.0
2.7440        -2292.164    -2307.335       15.171   304.8
2.7450        -2292.059    -2307.382       15.323   307.9
2.7460        -2292.065    -2307.427       15.363   308.7
2.7470        -2292.122    -2307.474       15.352   308.5
2.7480        -2292.058    -2307.520       15.462   310.7
2.7490        -2291.738    -2307.562       15.823   318.0
2.7500        -2291.824    -2307.603       15.778   317.1
2.7510        -2291.693    -2307.627       15.934   320.2
2.7520        -2291.615    -2307.649       16.034   322.2
2.7530        -2291.654    -2307.670       16.016   321.8
2.7540        -2291.714    -2307.681       15.967   320.8
2.7550        -2291.652    -2307.671       16.019   321.9
2.7560        -2291.932    -2307.653       15.721   315.9
2.7570        -2291.741    -2307.644       15.903   319.6
2.7580        -2291.762    -2307.642       15.881   319.1
2.7590        -2291.568    -2307.649       16.082   323.2
2.7600        -2291.392    -2307.653       16.260   326.7
2.7610        -2291.414    -2307.649       16.235   326.2
2.7620        -2291.623    -2307.645       16.022   321.9
2.7630        -2291.523    -2307.644       16.121   323.9
2.7640        -2291.616    -2307.649       16.033   322.2
2.7650        -2291.420    -2307.653       16.233   326.2
2.7660        -2291.477    -2307.645       16.167   324.9
2.7670        -2291.612    -2307.628       16.016   321.8
2.7680        -2291.444    -2307.600       16.156   324.6
2.7690        -2291.719    -2307.570       15.851   318.5
2.7700        -2291.619    -2307.536       15.917   319.8
2.7710        -2291.527    -2307.493       15.966   320.8
2.7720        -2291.651    -2307.452       15.802   317.5
2.7730        -2291.771    -2307.419       15.648   314.4
2.7740        -2291.705    -2307.387       15.682   315.1
2.7750        -2291.813    -2307.363       15.550   312.5
2.7760        -2291.814    -2307.361       15.547   312.4
2.7770        -2291.636    -2307.374       15.738   316.2
2.7780        -2291.443    -2307.405       15.962   320.7
2.7790        -2291.238    -2307.447       16.209   325.7
2.7800        -2291.211    -2307.487       16.277   327.1
2.7810        -2291.209    -2307.526       16.317   327.9
2.7820        -2291.397    -2307.572       16.174   325.0
2.7830        -2291.322    -2307.618       16.295   327.4
2.7840        -2291.616    -2307.657       16.041   322.3
2.7850        -2291.637    -2307.682       16.045   322.4
2.7860        -2291.807    -2307.695       15.887   319.2
2.7870        -2291.909    -2307.697       15.788   317.2
2.7880        -2291.873    -2307.691       15.818   317.8
2.7890        -2291.970    -2307.684       15.714   315.8
2.7900        -2292.105    -2307.671       15.566   312.8
2.7910        -2291.902    -2307.655       15.753   316.6
2.7920        -2292.028    -2307.624       15.596   313.4
2.7930        -2292.218    -2307.585       15.367   308.8
2.7940        -2292.362    -2307.547       15.185   305.1
2.7950        -2292.552    -2307.509       14.956   300.5
2.7960        -2292.466    -2307.463       14.997   301.4
2.7970        -2292.281    -2307.416       15.136   304.1
2.7980        -2292.486    -2307.378       14.892   299.2
2.7990        -2292.619    -2307.346       14.727   295.9
2.8000        -2292.599    -2307.314       14.715   295.7
2.8010        -2292.625    -2307.285       14.660   294.6
2.8020        -2292.546    -2307.263       14.717   295.7
2.8030        -2292.516    -2307.248       14.732   296.0
2.8040        -2292.724    -2307.246       14.522   291.8
2.8050        -2292.740    -2307.249       14.509   291.5
2.8060        -2292.690    -2307.261       14.570   292.8
2.8070        -2292.776    -2307.289       14.513   291.6
2.8080        -2292.796    -2307.318       14.522   291.8
2.8090        -2292.732    -2307.343       14.610   293.6
2.8100        -2292.778    -2307.366       14.588   293.1
2.8110        -2292.545    -2307.380       14.835   298.1
2.8120        -2292.596    -2307.395       14.799   297.4
2.8130        -2292.842    -2307.417       14.576   292.9
2.8140        -2292.871    -2307.450       14.580   293.0
2.8150        -2292.930    -2307.503       14.573   292.8
2.8160        -2293.248    -2307.578       14.330   288.0
2.8170        -2293.278    -2307.663       14.385   289.0
2.8180        -2293.210    -2307.764       14.554   292.5
2.8190        -2293.004    -2307.878       14.874   298.9
2.8200        -2292.833    -2308.003       15.170   304.8
2.8210        -2293.113    -2308.131       15.018   301.8
2.8220        -2293.264    -2308.263       14.999   301.4
2.8230        -2293.308    -2308.388       15.080   303.0
2.8240        -2293.416    -2308.504       15.088   303.2
2.8250        -2293.374    -2308.616       15.243   306.3
2.8260        -2293.247    -2308.713       15.466   310.8
2.8270        -2293.453    -2308.787       15.334   308.1
2.8280        -2293.499    -2308.842       15.343   308.3
2.8290        -2293.426    -2308.882       15.456   310.6
2.8300        -2293.608    -2308.907       15.299   307.4
2.8310        -2293.494    -2308.913       15.418   309.8
2.8320        -2293.749    -2308.910       15.161   304.7
2.8330        -2293.627    -2308.890       15.263   306.7
2.8340        -2293.919    -2308.850       14.931   300.0
2.8350        -2293.966    -2308.801       14.835   298.1
2.8360        -2293.923    -2308.745       14.822   297.8
2.8370        -2293.888    -2308.694       14.806   297.5
2.8380        -2293.723    -2308.646       14.924   299.9
2.8390        -2293.770    -2308.608       14.838   298.2
2.8400        -2293.521    -2308.575       15.054   302.5
2.8410        -2293.537    -2308.547       15.010   301.6
2.8420        -2293.584    -2308.525       14.941   300.2
2.8430        -2293.504    -2308.510       15.005   301.5
2.8440        -2293.487    -2308.497       15.010   301.6
2.8450        -2293.642    -2308.493       14.851   298.4
2.8460        -2293.594    -2308.489       14.895   299.3
2.8470        -2293.450    -2308.488       15.038   302.2
2.8480        -2293.478    -2308.498       15.020   301.8
2.8490        -2293.366    -2308.507       15.141   304.2
2.8500        -2293.388    -2308.510       15.122   303.9
2.8510        -2293.561    -2308.506       14.945   300.3
2.8520        -2293.528    -2308.503       14.976   300.9
2.8530        -2293.440    -2308.495       15.055   302.5
2.8540        -2293.315    -2308.485       15.171   304.8
2.8550        -2293.432    -2308.488       15.056   302.5
2.8560        -2293.481    -2308.501       15.021   301.8
2.8570        -2293.554    -2308.509       14.955   300.5
2.8580        -2293.649    -2308.515       14.866   298.7
2.8590        -2293.475    -2308.516       15.040   302.2
2.8600        -2293.692    -2308.522       14.830   298.0
2.8610        -2293.859    -2308.515       14.655   294.5
2.8620        -2293.854    -2308.506       14.652   294.4
2.8630        -2293.921    -2308.498       14.577   292.9
2.8640        -2293.825    -2308.487       14.662   294.6
2.8650        -2293.879    -2308.485       14.605   293.5
2.8660        -2293.809    -2308.486       14.677   294.9
2.8670        -2294.027    -2308.493       14.466   290.7
2.8680        -2293.956    -2308.503       14.547   292.3
2.8690        -2294.043    -2308.512       14.469   290.7
2.8700        -2294.196    -2308.525       14.330   287.9
2.8710        -2294.308    -2308.537       14.229   285.9
2.8720        -2294.429    -2308.549       14.121   283.7
2.8730        -2294.674    -2308.553       13.879   278.9
2.8740        -2294.770    -2308.557       13.787   277.0
2.8750        -2294.694    -2308.561       13.867   278.6
2.8760        -2294.715    -2308.578       13.863   278.6
2.8770        -2294.697    -2308.594       13.897   279.3
2.8780        -2294.801    -2308.604       13.803   277.4
2.8790        -2294.770    -2308.603       13.833   278.0
2.8800        -2294.769    -2308.599       13.830   277.9
2.8810        -2294.868    -2308.594       13.727   275.8
2.8820        -2294.869    -2308.587       13.719   275.7
2.8830        -2294.696    -2308.580       13.885   279.0
2.8840        -2294.574    -2308.566       13.991   281.2
2.8850        -2294.515    -2308.538       14.023   281.8
2.8860        -2294.497    -2308.506       14.010   281.5
2.8870        -2294.506    -2308.466       13.961   280.5
2.8880        -2294.453    -2308.434       13.981   280.9
2.8890        -2294.579    -2308.416       13.838   278.1
2.8900        -2294.694    -2308.405       13.711   275.5
2.8910        -2294.468    -2308.406       13.938   280.1
2.8920        -2294.491    -2308.423       13.932   280.0
2.8930        -2294.316    -2308.470       14.154   284.4
2.8940        -2294.373    -2308.541       14.167   284.7
2.8950        -2294.246    -2308.603       14.357   288.5
2.8960        -2294.098    -2308.674       14.576   292.9
2.8970        -2294.070    -2308.741       14.672   294.8
2.8980        -2294.101    -2308.797       14.696   295.3
2.8990        -2294.185    -2308.838       14.653   294.4
2.9000        -2294.062    -2308.870       14.808   297.6
2.9010        -2293.922    -2308.889       14.968   300.8
2.9020        -2294.122    -2308.897       14.775   296.9
2.9030        -2294.364    -2308.891       14.527   291.9
2.9040        -2294.437    -2308.875       14.438   290.1
2.9050        -2294.261    -2308.845       14.583   293.0
2.9060        -2294.175    -2308.796       14.622   293.8
2.9070        -2294.048    -2308.744       14.696   295.3
2.9080        -2293.902    -2308.688       14.787   297.1
2.9090        -2293.755    -2308.626       14.871   298.8
2.9100        -2293.924    -2308.564       14.640   294.2
2.9110        -2293.875    -2308.501       14.626   293.9
2.9120        -2294.029    -2308.441       14.413   289.6
2.9130        -2294.027    -2308.388       14.361   288.6
2.9140        -2293.937    -2308.342       14.405   289.5
2.9150        -2294.021    -2308.313       14.293   287.2
2.9160        -2294.051    -2308.307       14.256   286.5
2.9170        -2294.033    -2308.309       14.276   286.9
2.9180        -2294.053    -2308.313       14.260   286.5
2.9190        -2293.971    -2308.336       14.365   288.7
2.9200        -2294.104    -2308.368       14.265   286.6
2.9210        -2294.241    -2308.410       14.170   284.7
2.9220        -2294.114    -2308.466       14.351   288.4
2.9230        -2294.220    -2308.524       14.304   287.4
2.9240        -2294.064    -2308.573       14.509   291.6
2.9250        -2294.203    -2308.613       14.410   289.6
2.9260        -2294.068    -2308.659       14.591   293.2
2.9270        -2294.153    -2308.701       14.547   292.3
2.9280        -2293.967    -2308.736       14.769   296.8
2.9290        -2293.939    -2308.773       14.834   298.1
2.9300        -2293.869    -2308.821       14.952   300.4
2.9310        -2293.881    -2308.867       14.985   301.1
2.9320        -2293.951    -2308.910       14.960   300.6
2.9330        -2294.024    -2308.965       14.941   300.2
2.9340        -2293.978    -2309.031       15.053   302.5
2.9350        -2293.983    -2309.108       15.125   303.9
2.9360        -2293.967    -2309.190       15.224   305.9
2.9370        -2293.949    -2309.278       15.329   308.0
2.9380        -2293.876    -2309.366       15.489   311.2
2.9390        -2293.807    -2309.453       15.646   314.4
2.9400        -2293.858    -2309.538       15.681   315.1
2.9410        -2293.775    -2309.634       15.859   318.7
2.9420        -2293.722    -2309.721       15.999   321.5
2.9430        -2293.756    -2309.792       16.036   322.2
2.9440        -2293.705    -2309.837       16.132   324.2
2.9450        -2293.915    -2309.857       15.942   320.4
2.9460        -2293.886    -2309.855       15.969   320.9
2.9470        -2293.828    -2309.833       16.004   321.6
2.9480        -2293.977    -2309.788       15.811   317.7
2.9490        -2293.805    -2309.719       15.914   319.8
2.9500        -2293.899    -2309.629       15.730   316.1
2.9510        -2294.001    -2309.519       15.518   311.8
2.9520        -2293.852    -2309.395       15.543   312.3
2.9530        -2293.905    -2309.267       15.362   308.7
2.9540        -2293.902    -2309.145       15.242   306.3
2.9550        -2294.025    -2309.027       15.002   301.4
2.9560        -2293.991    -2308.917       14.926   299.9
2.9570        -2294.027    -2308.806       14.780   297.0
2.9580        -2294.024    -2308.710       14.685   295.1
2.9590        -2294.160    -2308.620       14.461   290.6
2.9600        -2294.035    -2308.548       14.513   291.6
2.9610        -2293.950    -2308.491       14.541   292.2
2.9620        -2293.925    -2308.443       14.517   291.7
2.9630        -2293.917    -2308.405       14.488   291.1
2.9640        -2293.815    -2308.378       14.564   292.6
2.9650        -2293.907    -2308.366       14.459   290.6
2.9660        -2294.071    -2308.355       14.284   287.0
2.9670        -2294.035    -2308.350       14.315   287.7
2.9680        -2294.249    -2308.360       14.112   283.6
2.9690        -2294.276    -2308.381       14.105   283.4
2.9700        -2294.308    -2308.407       14.099   283.3
2.9710        -2294.446    -2308.436       13.990   281.1
2.9720        -2294.157    -2308.463       14.305   287.5
2.9730        -2294.172    -2308.482       14.310   287.5
2.9740        -2294.132    -2308.495       14.363   288.6
2.9750        -2294.262    -2308.498       14.237   286.1
2.9760        -2294.273    -2308.501       14.228   285.9
2.9770        -2294.134    -2308.505       14.371   288.8
2.9780        -2294.138    -2308.492       14.353   288.4
2.9790        -2294.094    -2308.477       14.383   289.0
2.9800        -2294.283    -2308.456       14.173   284.8
2.9810        -2294.276    -2308.442       14.166   284.7
2.9820        -2294.086    -2308.443       14.357   288.5
2.9830        -2294.063    -2308.470       14.407   289.5
2.9840        -2293.962    -2308.523       14.561   292.6
2.9850        -2293.980    -2308.602       14.622   293.8
2.9860        -2293.937    -2308.691       14.754   296.5
2.9870        -2294.033    -2308.791       14.758   296.5
2.9880        -2294.095    -2308.898       14.803   297.5
2.9890        -2294.254    -2309.007       14.753   296.5
2.9900        -2294.254    -2309.122       14.868   298.8
2.9910        -2294.337    -2309.235       14.898   299.4
2.9920        -2294.504    -2309.345       14.841   298.2
2.9930        -2294.358    -2309.448       15.090   303.2
2.9940        -2294.262    -2309.540       15.278   307.0
2.9950        -2294.334    -2309.617       15.283   307.1
2.9960        -2294.184    -2309.680       15.496   311.4
2.9970        -2294.230    -2309.727       15.496   311.4
2.9980        -2294.059    -2309.760       15.701   315.5
2.9990        -2294.144    -2309.782       15.639   314.2
3.0000        -2294.122    -2309.788       15.665   314.8
3.0010        -2294.138    -2309.777       15.639   314.2
3.0020        -2294.341    -2309.747       15.406   309.6
3.0030        -2294.188    -2309.702       15.514   311.7
3.0040        -2294.326    -2309.648       15.322   307.9
3.0050        -2294.449    -2309.588       15.139   304.2
3.0060        -2294.489    -2309.520       15.031   302.0
3.0070        -2294.638    -2309.440       14.802   297.4
3.0080        -2294.701    -2309.347       14.645   294.3
3.0090        -2294.849    -2309.241       14.392   289.2
3.0100        -2294.890    -2309.128       14.237   286.1
3.0110        -2294.857    -2309.001       14.145   284.2
3.0120        -2294.566    -2308.876       14.310   287.5
3.0130        -2294.470    -2308.750       14.280   286.9
3.0140        -2294.375    -2308.624       14.249   286.3
3.0150        -2294.325    -2308.505       14.180   284.9
3.0160        -2294.349    -2308.379       14.030   281.9
3.0170        -2294.245    -2308.256       14.011   281.5
3.0180        -2294.279    -2308.134       13.855   278.4
3.0190        -2294.284    -2308.017       13.732   275.9
3.0200        -2294.244    -2307.896       13.652   274.3
3.0210        -2294.207    -2307.775       13.569   272.7
3.0220        -2294.216    -2307.656       13.440   270.1
3.0230        -2294.078    -2307.547       13.469   270.6
3.0240        -2293.919    -2307.458       13.539   272.1
3.0250        -2293.875    -2307.385       13.509   271.5
3.0260        -2293.992    -2307.314       13.322   267.7
3.0270        -2294.076    -2307.254       13.178   264.8
3.0280        -2294.115    -2307.226       13.111   263.5
3.0290        -2293.917    -2307.220       13.303   267.3
3.0300        -2293.950    -2307.232       13.282   266.9
3.0310        -2294.146    -2307.261       13.116   263.6
3.0320        -2294.192    -2307.312       13.120   263.6
3.0330        -2293.921    -2307.388       13.467   270.6
3.0340        -2293.986    -2307.484       13.498   271.2
3.0350        -2294.209    -2307.595       13.386   269.0
3.0360        -2294.223    -2307.724       13.500   271.3
3.0370        -2294.321    -2307.870       13.549   272.2
3.0380        -2294.272    -2308.031       13.759   276.5
3.0390        -2294.272    -2308.197       13.924   279.8
3.0400        -2294.236    -2308.357       14.121   283.7
3.0410        -2294.110    -2308.510       14.400   289.4
3.0420        -2294.114    -2308.658       14.544   292.2
3.0430        -2294.134    -2308.794       14.660   294.6
3.0440        -2294.131    -2308.913       14.782   297.0
3.0450        -2294.032    -2309.010       14.978   301.0
3.0460        -2294.259    -2309.089       14.829   298.0
3.0470        -2294.090    -2309.149       15.059   302.6
3.0480        -2294.070    -2309.196       15.126   304.0
3.0490        -2294.127    -2309.229       15.101   303.5
3.0500        -2294.131    -2309.244       15.113   303.7
3.0510        -2294.096    -2309.270       15.174   304.9
3.0520        -2293.971    -2309.293       15.321   307.9
3.0530        -2293.914    -2309.324       15.410   309.6
3.0540        -2293.764    -2309.358       15.594   313.4
3.0550        -2293.928    -2309.389       15.461   310.7
3.0560        -2293.704    -2309.420       15.716   315.8
3.0570        -2293.697    -2309.438       15.742   316.3
3.0580        -2293.800    -2309.441       15.642   314.3
3.0590        -2293.939    -2309.428       15.489   311.3
3.0600        -2294.114    -2309.406       15.292   307.3
3.0610        -2294.021    -2309.363       15.341   308.3
3.0620        -2294.085    -2309.306       15.221   305.9
3.0630        -2294.034    -2309.237       15.203   305.5
3.0640        -2294.082    -2309.147       15.065   302.7
3.0650        -2294.050    -2309.031       14.981   301.0
3.0660        -2294.012    -2308.891       14.879   299.0
3.0670        -2294.133    -2308.737       14.604   293.5
3.0680        -2293.879    -2308.578       14.699   295.4
3.0690        -2294.223    -2308.421       14.198   285.3
3.0700        -2294.057    -2308.278       14.221   285.8
3.0710        -2293.983    -2308.155       14.172   284.8
3.0720        -2294.067    -2308.049       13.982   281.0
3.0730        -2293.872    -2307.969       14.096   283.3
3.0740        -2293.983    -2307.909       13.926   279.8
3.0750        -2293.974    -2307.882       13.908   279.5
3.0760        -2293.881    -2307.877       13.996   281.3
3.0770        -2293.928    -2307.886       13.958   280.5
3.0780        -2293.737    -2307.927       14.190   285.1
3.0790        -2293.437    -2307.990       14.552   292.4
3.0800        -2293.418    -2308.070       14.653   294.4
3.0810        -2293.636    -2308.156       14.520   291.8
3.0820        -2293.521    -2308.239       14.718   295.8
3.0830        -2293.557    -2308.329       14.772   296.8
3.0840        -2293.763    -2308.422       14.659   294.6
3.0850        -2293.860    -2308.511       14.651   294.4
3.0860        -2293.918    -2308.588       14.671   294.8
3.0870        -2293.858    -2308.683       14.825   297.9
3.0880        -2294.002    -2308.772       14.770   296.8
3.0890        -2294.186    -2308.851       14.666   294.7
3.0900        -2294.203    -2308.924       14.720   295.8
3.0910        -2294.396    -2308.985       14.589   293.2
3.0920        -2294.618    -2309.035       14.417   289.7
3.0930        -2294.592    -2309.082       14.490   291.2
3.0940        -2294.666    -2309.112       14.445   290.3
3.0950        -2294.534    -2309.132       14.598   293.3
3.0960        -2294.816    -2309.164       14.347   288.3
3.0970        -2294.828    -2309.190       14.362   288.6
3.0980        -2294.778    -2309.209       14.431   290.0
3.0990        -2294.845    -2309.226       14.381   289.0
3.1000        -2294.742    -2309.236       14.494   291.2
3.1010        -2294.643    -2309.243       14.601   293.4
3.1020        -2294.675    -2309.252       14.577   292.9
3.1030        -2294.697    -2309.249       14.551   292.4
3.1040        -2294.468    -2309.245       14.777   296.9
3.1050        -2294.392    -2309.239       14.847   298.3
3.1060        -2294.223    -2309.219       14.996   301.3
3.1070        -2294.191    -2309.193       15.002   301.5
3.1080        -2294.364    -2309.162       14.798   297.4
3.1090        -2294.589    -2309.116       14.527   291.9
3.1100        -2294.514    -2309.072       14.558   292.5
3.1110        -2294.497    -2309.023       14.526   291.9
3.1120        -2294.216    -2308.974       14.758   296.6
3.1130        -2294.056    -2308.916       14.860   298.6
3.1140        -2294.133    -2308.861       14.728   296.0
3.1150        -2294.015    -2308.804       14.789   297.2
3.1160        -2293.899    -2308.745       14.845   298.3
3.1170        -2293.904    -2308.687       14.783   297.0
3.1180        -2293.737    -2308.629       14.892   299.2
3.1190        -2293.867    -2308.573       14.705   295.5
3.1200        -2293.890    -2308.515       14.625   293.9
3.1210        -2293.851    -2308.458       14.607   293.5
3.1220        -2293.923    -2308.414       14.491   291.2
3.1230        -2293.872    -2308.371       14.499   291.3
3.1240        -2293.811    -2308.338       14.527   291.9
3.1250        -2293.751    -2308.305       14.555   292.5
3.1260        -2293.902    -2308.289       14.387   289.1
3.1270        -2294.018    -2308.293       14.275   286.8
3.1280        -2293.928    -2308.320       14.392   289.2
3.1290        -2293.979    -2308.368       14.389   289.1
3.1300        -2294.081    -2308.429       14.348   288.3
3.1310        -2293.939    -2308.488       14.549   292.3
3.1320        -2294.037    -2308.547       14.510   291.6
3.1330        -2293.956    -2308.613       14.657   294.5
3.1340        -2294.158    -2308.687       14.529   291.9
3.1350        -2294.247    -2308.755       14.508   291.5
3.1360        -2294.403    -2308.815       14.411   289.6
3.1370        -2294.418    -2308.867       14.449   290.3
3.1380        -2294.431    -2308.911       14.480   291.0
3.1390        -2294.470    -2308.949       14.479   291.0
3.1400        -2294.370    -2308.967       14.597   293.3
3.1410        -2294.302    -2308.972       14.670   294.8
3.1420        -2294.271    -2308.967       14.696   295.3
3.1430        -2294.540    -2308.944       14.404   289.4
3.1440        -2294.579    -2308.917       14.337   288.1
3.1450        -2294.511    -2308.891       14.380   289.0
3.1460        -2294.594    -2308.873       14.278   286.9
3.1470        -2294.557    -2308.875       14.317   287.7
3.1480        -2294.598    -2308.890       14.291   287.2
3.1490        -2294.455    -2308.915       14.460   290.6
3.1500        -2294.442    -2308.955       14.513   291.6
3.1510        -2294.467    -2309.007       14.540   292.2
3.1520        -2294.433    -2309.068       14.635   294.1
3.1530        -2294.057    -2309.130       15.073   302.9
3.1540        -2294.150    -2309.196       15.046   302.3
3.1550        -2294.188    -2309.243       15.054   302.5
3.1560        -2294.166    -2309.280       15.114   303.7
3.1570        -2293.887    -2309.305       15.418   309.8
3.1580        -2293.944    -2309.325       15.381   309.1
3.1590        -2294.003    -2309.342       15.339   308.2
3.1600        -2294.073    -2309.346       15.273   306.9
3.1610        -2294.230    -2309.341       15.111   303.7
3.1620        -2294.374    -2309.334       14.959   300.6
3.1630        -2294.171    -2309.325       15.154   304.5
3.1640        -2294.106    -2309.307       15.201   305.5
3.1650        -2293.976    -2309.276       15.300   307.4
3.1660        -2293.978    -2309.225       15.247   306.4
3.1670        -2294.107    -2309.157       15.049   302.4
3.1680        -2294.167    -2309.079       14.912   299.6
3.1690        -2294.230    -2308.988       14.758   296.6
3.1700        -2294.273    -2308.891       14.618   293.7
3.1710        -2294.210    -2308.795       14.585   293.1
3.1720        -2294.311    -2308.704       14.393   289.2
3.1730        -2294.206    -2308.634       14.428   289.9
3.1740        -2294.142    -2308.584       14.442   290.2
3.1750        -2294.036    -2308.549       14.513   291.6
3.1760        -2294.078    -2308.544       14.466   290.7
3.1770        -2294.080    -2308.566       14.486   291.1
3.1780        -2294.202    -2308.617       14.416   289.7
3.1790        -2294.334    -2308.686       14.351   288.4
3.1800        -2294.214    -2308.774       14.560   292.6
3.1810        -2294.304    -2308.869       14.564   292.7
3.1820        -2294.194    -2308.968       14.773   296.9
3.1830        -2294.250    -2309.065       14.814   297.7
3.1840        -2294.166    -2309.148       14.982   301.0
3.1850        -2294.243    -2309.213       14.969   300.8
3.1860        -2294.391    -2309.254       14.862   298.7
3.1870        -2294.302    -2309.279       14.977   301.0
3.1880        -2294.346    -2309.293       14.947   300.4
3.1890        -2294.152    -2309.292       15.140   304.2
3.1900        -2294.230    -2309.276       15.046   302.3
3.1910        -2294.354    -2309.250       14.896   299.3
3.1920        -2294.438    -2309.204       14.767   296.7
3.1930        -2294.452    -2309.139       14.688   295.1
3.1940        -2294.612    -2309.056       14.444   290.2
3.1950        -2294.430    -2308.949       14.519   291.8
3.1960        -2294.179    -2308.817       14.638   294.1
3.1970        -2294.409    -2308.655       14.247   286.3
3.1980        -2294.450    -2308.490       14.040   282.1
3.1990        -2294.541    -2308.336       13.795   277.2
3.2000        -2294.683    -2308.196       13.513   271.5
3.2010        -2294.706    -2308.073       13.367   268.6
3.2020        -2294.683    -2307.952       13.269   266.6
3.2030        -2294.750    -2307.847       13.097   263.2
3.2040        -2294.782    -2307.770       12.987   261.0
3.2050        -2294.844    -2307.721       12.878   258.8
3.2060        -2294.878    -2307.715       12.836   257.9
3.2070        -2294.814    -2307.745       12.932   259.9
3.2080        -2294.962    -2307.793       12.831   257.8
3.2090        -2294.953    -2307.860       12.908   259.4
3.2100        -2295.027    -2307.949       12.923   259.7
3.2110        -2295.064    -2308.057       12.994   261.1
3.2120        -2295.146    -2308.170       13.023   261.7
3.2130        -2295.060    -2308.288       13.228   265.8
3.2140        -2294.830    -2308.405       13.575   272.8
3.2150        -2294.734    -2308.516       13.781   276.9
3.2160        -2294.751    -2308.616       13.865   278.6
3.2170        -2294.629    -2308.694       14.065   282.6
3.2180        -2294.708    -2308.745       14.037   282.1
3.2190        -2294.574    -2308.788       14.214   285.6
3.2200        -2294.568    -2308.808       14.240   286.1
3.2210        -2294.342    -2308.812       14.469   290.8
3.2220        -2294.408    -2308.812       14.404   289.4
3.2230        -2294.378    -2308.814       14.436   290.1
3.2240        -2294.250    -2308.810       14.560   292.6
3.2250        -2294.421    -2308.797       14.377   288.9
3.2260        -2294.412    -2308.777       14.365   288.7
3.2270        -2294.447    -2308.758       14.310   287.6
3.2280        -2294.335    -2308.747       14.412   289.6
3.2290        -2294.306    -2308.750       14.443   290.2
3.2300        -2294.281    -2308.763       14.482   291.0
3.2310        -2294.300    -2308.789       14.489   291.1
