Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
2.5850        -2260.186    -2290.630       30.445   611.8
2.5860        -2259.929    -2290.711       30.782   618.5
2.5870        -2259.808    -2290.782       30.975   622.4
2.5880        -2260.050    -2290.824       30.775   618.4
2.5890        -2260.089    -2290.832       30.743   617.8
2.5900        -2260.291    -2290.810       30.519   613.3
2.5910        -2259.632    -2290.775       31.143   625.8
2.5920        -2259.491    -2290.725       31.234   627.6
2.5930        -2259.481    -2290.676       31.195   626.9
2.5940        -2259.937    -2290.631       30.694   616.8
2.5950        -2260.109    -2290.601       30.492   612.7
2.5960        -2260.089    -2290.594       30.505   613.0
2.5970        -2259.873    -2290.618       30.745   617.8
2.5980        -2259.793    -2290.661       30.869   620.3
2.5990        -2260.068    -2290.739       30.671   616.3
2.6000        -2259.934    -2290.844       30.910   621.1
2.6010        -2260.499    -2290.966       30.467   612.2
2.6020        -2260.282    -2291.120       30.838   619.7
2.6030        -2260.707    -2291.279       30.572   614.3
2.6040        -2261.144    -2291.449       30.305   609.0
2.6050        -2261.235    -2291.622       30.388   610.6
2.6060        -2261.252    -2291.799       30.547   613.8
2.6070        -2261.464    -2291.960       30.496   612.8
2.6080        -2261.334    -2292.107       30.773   618.4
2.6090        -2261.195    -2292.232       31.037   623.7
2.6100        -2261.123    -2292.339       31.216   627.3
2.6110        -2261.358    -2292.425       31.067   624.3
2.6120        -2261.249    -2292.497       31.248   627.9
2.6130        -2261.203    -2292.556       31.353   630.0
2.6140        -2260.890    -2292.605       31.716   637.3
2.6150        -2260.457    -2292.624       32.167   646.4
2.6160        -2260.154    -2292.611       32.457   652.2
2.6170        -2260.362    -2292.551       32.189   646.8
2.6180        -2260.663    -2292.446       31.783   638.7
2.6190        -2260.291    -2292.310       32.018   643.4
2.6200        -2260.392    -2292.156       31.764   638.3
2.6210        -2260.248    -2291.962       31.714   637.3
2.6220        -2260.442    -2291.764       31.322   629.4
2.6230        -2260.786    -2291.568       30.782   618.5
2.6240        -2261.345    -2291.405       30.060   604.0
2.6250        -2260.723    -2291.286       30.563   614.2
2.6260        -2260.471    -2291.218       30.747   617.8
2.6270        -2260.411    -2291.174       30.763   618.2
2.6280        -2260.928    -2291.151       30.223   607.3
2.6290        -2261.042    -2291.147       30.105   604.9
2.6300        -2260.842    -2291.165       30.322   609.3
2.6310        -2261.158    -2291.203       30.045   603.7
2.6320        -2260.748    -2291.219       30.471   612.3
2.6330        -2260.793    -2291.226       30.433   611.5
2.6340        -2260.972    -2291.207       30.235   607.6
2.6350        -2261.252    -2291.181       29.929   601.4
2.6360        -2260.810    -2291.146       30.336   609.6
2.6370        -2260.912    -2291.108       30.196   606.8
2.6380        -2261.092    -2291.079       29.987   602.6
2.6390        -2261.202    -2291.065       29.863   600.1
2.6400        -2260.838    -2291.027       30.189   606.6
2.6410        -2261.079    -2290.982       29.903   600.9
2.6420        -2261.430    -2290.966       29.535   593.5
2.6430        -2261.300    -2290.966       29.666   596.1
2.6440        -2262.001    -2290.963       28.961   582.0
2.6450        -2261.959    -2290.987       29.028   583.3
2.6460        -2261.929    -2291.031       29.102   584.8
2.6470        -2262.119    -2291.084       28.966   582.1
2.6480        -2262.225    -2291.158       28.933   581.4
2.6490        -2262.445    -2291.243       28.798   578.7
2.6500        -2262.319    -2291.301       28.982   582.4
2.6510        -2262.267    -2291.339       29.071   584.2
2.6520        -2262.101    -2291.373       29.273   588.2
2.6530        -2262.266    -2291.399       29.133   585.4
2.6540        -2262.144    -2291.435       29.291   588.6
2.6550        -2262.485    -2291.461       28.977   582.3
2.6560        -2262.699    -2291.466       28.767   578.1
2.6570        -2262.458    -2291.467       29.009   582.9
2.6580        -2262.182    -2291.473       29.291   588.6
2.6590        -2262.191    -2291.462       29.271   588.2
2.6600        -2261.788    -2291.439       29.651   595.8
2.6610        -2262.173    -2291.398       29.225   587.3
2.6620        -2262.255    -2291.364       29.109   584.9
2.6630        -2262.296    -2291.343       29.047   583.7
2.6640        -2261.958    -2291.347       29.389   590.6
2.6650        -2262.114    -2291.359       29.245   587.7
2.6660        -2262.402    -2291.389       28.988   582.5
2.6670        -2262.819    -2291.463       28.645   575.6
2.6680        -2262.664    -2291.550       28.886   580.5
2.6690        -2262.516    -2291.657       29.141   585.6
2.6700        -2262.508    -2291.775       29.267   588.1
2.6710        -2262.030    -2291.892       29.862   600.1
2.6720        -2262.307    -2292.013       29.705   596.9
2.6730        -2261.964    -2292.101       30.137   605.6
2.6740        -2262.022    -2292.183       30.161   606.1
2.6750        -2262.172    -2292.256       30.084   604.5
2.6760        -2261.969    -2292.329       30.360   610.1
2.6770        -2261.987    -2292.380       30.393   610.7
2.6780        -2261.793    -2292.404       30.612   615.1
2.6790        -2261.612    -2292.404       30.792   618.7
2.6800        -2261.108    -2292.358       31.250   628.0
2.6810        -2261.186    -2292.270       31.083   624.6
2.6820        -2261.431    -2292.123       30.692   616.7
2.6830        -2261.597    -2291.933       30.337   609.6
2.6840        -2261.785    -2291.709       29.924   601.3
2.6850        -2261.812    -2291.495       29.682   596.5
2.6860        -2261.905    -2291.291       29.386   590.5
2.6870        -2261.820    -2291.081       29.261   588.0
2.6880        -2262.039    -2290.896       28.856   579.9
2.6890        -2262.032    -2290.737       28.705   576.8
2.6900        -2261.873    -2290.630       28.756   577.8
2.6910        -2262.185    -2290.570       28.385   570.4
2.6920        -2261.900    -2290.555       28.655   575.8
2.6930        -2261.693    -2290.598       28.905   580.8
2.6940        -2261.783    -2290.697       28.913   581.0
2.6950        -2261.423    -2290.846       29.423   591.2
2.6960        -2261.574    -2291.017       29.443   591.6
2.6970        -2261.762    -2291.209       29.448   591.7
2.6980        -2261.685    -2291.405       29.720   597.2
2.6990        -2261.214    -2291.597       30.383   610.5
2.7000        -2260.759    -2291.772       31.012   623.2
2.7010        -2260.565    -2291.934       31.369   630.3
2.7020        -2260.565    -2292.068       31.503   633.0
2.7030        -2260.553    -2292.174       31.622   635.4
2.7040        -2260.097    -2292.239       32.142   645.9
2.7050        -2260.189    -2292.246       32.057   644.2
2.7060        -2260.163    -2292.208       32.045   643.9
2.7070        -2260.137    -2292.134       31.997   643.0
2.7080        -2260.189    -2292.033       31.844   639.9
2.7090        -2260.735    -2291.926       31.191   626.8
2.7100        -2261.364    -2291.824       30.460   612.1
2.7110        -2261.101    -2291.749       30.648   615.8
2.7120        -2260.899    -2291.672       30.773   618.4
2.7130        -2261.077    -2291.608       30.531   613.5
2.7140        -2261.217    -2291.544       30.327   609.4
2.7150        -2261.420    -2291.485       30.065   604.1
2.7160        -2261.464    -2291.418       29.954   601.9
2.7170        -2261.584    -2291.339       29.755   597.9
2.7180        -2261.977    -2291.264       29.286   588.5
2.7190        -2261.939    -2291.212       29.273   588.2
2.7200        -2261.763    -2291.214       29.451   591.8
2.7210        -2261.864    -2291.245       29.381   590.4
2.7220        -2261.726    -2291.291       29.566   594.1
2.7230        -2261.612    -2291.352       29.740   597.6
2.7240        -2261.938    -2291.436       29.498   592.7
2.7250        -2262.070    -2291.536       29.466   592.1
2.7260        -2261.886    -2291.636       29.751   597.8
2.7270        -2262.151    -2291.731       29.579   594.4
2.7280        -2262.313    -2291.838       29.524   593.3
2.7290        -2262.322    -2291.947       29.625   595.3
2.7300        -2262.138    -2292.029       29.891   600.6
2.7310        -2262.069    -2292.097       30.028   603.4
2.7320        -2261.887    -2292.150       30.264   608.1
2.7330        -2261.600    -2292.158       30.558   614.0
2.7340        -2261.693    -2292.137       30.444   611.8
2.7350        -2261.519    -2292.071       30.552   613.9
2.7360        -2261.729    -2291.960       30.231   607.5
2.7370        -2261.821    -2291.826       30.004   602.9
2.7380        -2262.206    -2291.679       29.474   592.3
2.7390        -2262.192    -2291.522       29.330   589.4
2.7400        -2262.105    -2291.351       29.245   587.7
2.7410        -2261.605    -2291.186       29.581   594.4
2.7420        -2261.399    -2291.028       29.629   595.4
2.7430        -2261.104    -2290.884       29.779   598.4
2.7440        -2261.323    -2290.742       29.418   591.1
2.7450        -2261.972    -2290.626       28.654   575.8
2.7460        -2261.928    -2290.536       28.608   574.9
2.7470        -2261.870    -2290.517       28.647   575.6
2.7480        -2261.916    -2290.544       28.628   575.3
2.7490        -2262.096    -2290.583       28.487   572.4
2.7500        -2262.009    -2290.630       28.621   575.1
2.7510        -2262.239    -2290.676       28.437   571.4
2.7520        -2262.028    -2290.717       28.689   576.5
2.7530        -2261.840    -2290.748       28.908   580.9
2.7540        -2261.947    -2290.781       28.834   579.4
2.7550        -2262.365    -2290.807       28.442   571.5
2.7560        -2262.468    -2290.847       28.379   570.3
2.7570        -2262.398    -2290.896       28.498   572.6
2.7580        -2262.627    -2290.958       28.331   569.3
2.7590        -2263.306    -2291.043       27.738   557.4
2.7600        -2263.332    -2291.130       27.798   558.6
2.7610        -2262.533    -2291.230       28.697   576.7
2.7620        -2262.936    -2291.339       28.403   570.7
2.7630        -2263.214    -2291.430       28.215   567.0
2.7640        -2263.032    -2291.514       28.482   572.3
2.7650        -2262.724    -2291.598       28.875   580.2
2.7660        -2263.032    -2291.701       28.669   576.1
2.7670        -2263.363    -2291.812       28.449   571.7
2.7680        -2263.476    -2291.910       28.434   571.4
2.7690        -2263.403    -2291.989       28.587   574.4
2.7700        -2263.123    -2292.073       28.950   581.7
2.7710        -2262.854    -2292.139       29.285   588.5
2.7720        -2262.799    -2292.190       29.390   590.6
2.7730        -2263.195    -2292.226       29.030   583.3
2.7740        -2263.530    -2292.231       28.700   576.7
2.7750        -2263.394    -2292.216       28.822   579.2
2.7760        -2263.135    -2292.187       29.052   583.8
2.7770        -2263.091    -2292.151       29.060   584.0
2.7780        -2263.079    -2292.068       28.990   582.5
2.7790        -2262.983    -2291.965       28.982   582.4
2.7800        -2263.238    -2291.838       28.600   574.7
2.7810        -2263.568    -2291.685       28.117   565.0
2.7820        -2263.809    -2291.522       27.713   556.9
2.7830        -2264.101    -2291.356       27.255   547.7
2.7840        -2264.076    -2291.195       27.119   544.9
2.7850        -2264.206    -2291.055       26.849   539.5
2.7860        -2263.897    -2290.938       27.041   543.4
2.7870        -2263.721    -2290.853       27.133   545.2
2.7880        -2263.724    -2290.773       27.048   543.5
2.7890        -2264.011    -2290.728       26.717   536.9
2.7900        -2264.318    -2290.704       26.386   530.2
2.7910        -2264.016    -2290.721       26.705   536.6
2.7920        -2263.718    -2290.768       27.050   543.6
2.7930        -2263.519    -2290.813       27.295   548.5
2.7940        -2263.089    -2290.882       27.793   558.5
2.7950        -2262.877    -2290.952       28.075   564.1
2.7960        -2262.701    -2291.011       28.310   568.9
2.7970        -2262.751    -2291.062       28.311   568.9
2.7980        -2262.181    -2291.080       28.899   580.7
2.7990        -2262.141    -2291.059       28.918   581.1
2.8000        -2262.063    -2291.015       28.952   581.8
2.8010        -2262.474    -2290.948       28.474   572.2
2.8020        -2262.395    -2290.876       28.481   572.3
2.8030        -2262.938    -2290.818       27.879   560.2
2.8040        -2262.796    -2290.781       27.985   562.3
2.8050        -2262.869    -2290.772       27.903   560.7
2.8060        -2262.774    -2290.804       28.031   563.3
2.8070        -2263.137    -2290.868       27.731   557.2
2.8080        -2263.121    -2290.942       27.821   559.0
2.8090        -2263.060    -2291.041       27.981   562.3
2.8100        -2262.942    -2291.177       28.235   567.4
2.8110        -2263.099    -2291.351       28.252   567.7
2.8120        -2263.142    -2291.564       28.422   571.1
2.8130        -2263.281    -2291.782       28.501   572.7
2.8140        -2263.664    -2291.982       28.318   569.0
2.8150        -2263.807    -2292.180       28.373   570.1
2.8160        -2263.570    -2292.370       28.801   578.7
2.8170        -2263.635    -2292.546       28.911   581.0
2.8180        -2263.669    -2292.699       29.030   583.3
2.8190        -2263.346    -2292.821       29.475   592.3
2.8200        -2263.358    -2292.896       29.538   593.5
2.8210        -2263.263    -2292.929       29.666   596.1
2.8220        -2263.348    -2292.922       29.574   594.3
2.8230        -2263.266    -2292.873       29.607   594.9
2.8240        -2263.889    -2292.762       28.873   580.2
2.8250        -2263.983    -2292.624       28.641   575.5
2.8260        -2264.166    -2292.457       28.291   568.5
2.8270        -2264.190    -2292.278       28.087   564.4
2.8280        -2263.694    -2292.112       28.418   571.0
2.8290        -2263.371    -2291.932       28.561   573.9
2.8300        -2263.349    -2291.753       28.404   570.8
2.8310        -2262.884    -2291.590       28.705   576.8
2.8320        -2262.427    -2291.437       29.010   582.9
2.8330        -2262.352    -2291.299       28.947   581.7
2.8340        -2262.085    -2291.174       29.089   584.5
2.8350        -2261.890    -2291.058       29.168   586.1
2.8360        -2261.862    -2290.989       29.127   585.3
2.8370        -2261.951    -2290.957       29.006   582.9
2.8380        -2262.074    -2290.962       28.888   580.5
2.8390        -2262.312    -2291.005       28.693   576.6
2.8400        -2261.951    -2291.100       29.149   585.7
2.8410        -2261.931    -2291.219       29.288   588.5
2.8420        -2261.766    -2291.349       29.583   594.5
2.8430        -2261.527    -2291.484       29.957   602.0
2.8440        -2261.275    -2291.616       30.341   609.7
2.8450        -2261.266    -2291.749       30.482   612.5
2.8460        -2261.446    -2291.874       30.427   611.4
2.8470        -2261.673    -2291.967       30.294   608.7
2.8480        -2261.877    -2292.023       30.146   605.8
2.8490        -2261.937    -2292.050       30.113   605.1
2.8500        -2262.072    -2292.058       29.987   602.6
2.8510        -2262.362    -2292.051       29.688   596.6
2.8520        -2262.266    -2292.024       29.758   598.0
2.8530        -2262.180    -2291.967       29.787   598.5
2.8540        -2262.710    -2291.902       29.193   586.6
2.8550        -2262.782    -2291.843       29.061   584.0
2.8560        -2262.926    -2291.801       28.875   580.2
2.8570        -2262.930    -2291.792       28.863   580.0
2.8580        -2263.038    -2291.823       28.785   578.4
2.8590        -2262.838    -2291.874       29.036   583.5
2.8600        -2262.898    -2291.931       29.033   583.4
2.8610        -2263.054    -2291.994       28.940   581.5
2.8620        -2263.227    -2292.039       28.812   579.0
2.8630        -2263.081    -2292.049       28.967   582.1
2.8640        -2263.507    -2292.031       28.524   573.2
2.8650        -2263.528    -2291.986       28.458   571.9
2.8660        -2263.344    -2291.924       28.580   574.3
2.8670        -2262.881    -2291.852       28.971   582.2
2.8680        -2262.769    -2291.768       28.999   582.7
2.8690        -2262.843    -2291.672       28.830   579.3
2.8700        -2262.670    -2291.572       28.902   580.8
2.8710        -2262.380    -2291.463       29.082   584.4
2.8720        -2262.724    -2291.365       28.640   575.5
2.8730        -2262.690    -2291.281       28.591   574.5
2.8740        -2262.494    -2291.202       28.708   576.9
2.8750        -2262.541    -2291.137       28.596   574.6
2.8760        -2262.184    -2291.095       28.912   581.0
2.8770        -2262.095    -2291.061       28.966   582.1
2.8780        -2262.438    -2291.063       28.625   575.2
2.8790        -2262.495    -2291.102       28.606   574.8
2.8800        -2262.849    -2291.167       28.317   569.0
2.8810        -2262.881    -2291.244       28.363   569.9
2.8820        -2262.694    -2291.331       28.637   575.5
2.8830        -2262.827    -2291.418       28.591   574.5
2.8840        -2262.965    -2291.520       28.555   573.8
2.8850        -2262.594    -2291.621       29.027   583.3
2.8860        -2262.257    -2291.716       29.460   592.0
2.8870        -2262.418    -2291.785       29.367   590.1
2.8880        -2262.778    -2291.860       29.082   584.4
2.8890        -2262.809    -2291.935       29.126   585.3
2.8900        -2262.846    -2292.003       29.157   585.9
2.8910        -2262.615    -2292.073       29.458   591.9
2.8920        -2262.694    -2292.156       29.462   592.0
2.8930        -2262.681    -2292.224       29.543   593.7
2.8940        -2262.134    -2292.287       30.153   605.9
2.8950        -2262.109    -2292.334       30.225   607.3
2.8960        -2262.211    -2292.375       30.164   606.1
2.8970        -2262.123    -2292.403       30.280   608.5
2.8980        -2261.784    -2292.421       30.636   615.6
2.8990        -2261.643    -2292.439       30.797   618.8
2.9000        -2261.487    -2292.427       30.940   621.7
2.9010        -2262.085    -2292.400       30.315   609.2
2.9020        -2261.909    -2292.365       30.457   612.0
2.9030        -2261.851    -2292.309       30.459   612.1
2.9040        -2261.855    -2292.231       30.376   610.4
2.9050        -2261.826    -2292.117       30.291   608.7
2.9060        -2261.471    -2291.990       30.519   613.3
2.9070        -2261.635    -2291.856       30.220   607.3
2.9080        -2261.947    -2291.699       29.751   597.8
2.9090        -2261.787    -2291.536       29.749   597.8
2.9100        -2261.446    -2291.361       29.915   601.1
2.9110        -2261.685    -2291.158       29.472   592.2
2.9120        -2261.619    -2290.933       29.314   589.0
2.9130        -2261.191    -2290.700       29.509   593.0
2.9140        -2261.414    -2290.454       29.041   583.6
2.9150        -2261.043    -2290.219       29.176   586.3
2.9160        -2260.994    -2289.986       28.993   582.6
2.9170        -2260.521    -2289.805       29.284   588.4
2.9180        -2260.576    -2289.673       29.097   584.7
2.9190        -2260.553    -2289.590       29.036   583.5
2.9200        -2260.866    -2289.569       28.704   576.8
2.9210        -2260.907    -2289.615       28.708   576.9
2.9220        -2261.106    -2289.728       28.622   575.1
2.9230        -2261.379    -2289.907       28.528   573.3
2.9240        -2261.461    -2290.124       28.663   576.0
2.9250        -2261.503    -2290.377       28.874   580.2
2.9260        -2261.691    -2290.647       28.955   581.8
2.9270        -2261.299    -2290.954       29.655   595.9
2.9280        -2261.188    -2291.288       30.100   604.8
2.9290        -2261.031    -2291.608       30.577   614.4
2.9300        -2261.126    -2291.896       30.771   618.3
2.9310        -2260.816    -2292.141       31.325   629.5
2.9320        -2260.927    -2292.334       31.407   631.1
2.9330        -2260.886    -2292.477       31.591   634.8
2.9340        -2261.033    -2292.567       31.535   633.7
2.9350        -2261.135    -2292.602       31.467   632.3
2.9360        -2260.927    -2292.576       31.649   636.0
2.9370        -2260.817    -2292.475       31.658   636.2
2.9380        -2260.404    -2292.351       31.947   642.0
2.9390        -2260.114    -2292.165       32.051   644.0
2.9400        -2260.274    -2291.947       31.672   636.4
2.9410        -2259.959    -2291.724       31.765   638.3
2.9420        -2259.988    -2291.514       31.527   633.5
2.9430        -2260.419    -2291.310       30.891   620.7
2.9440        -2260.303    -2291.139       30.835   619.6
2.9450        -2260.321    -2291.020       30.700   616.9
2.9460        -2260.406    -2290.937       30.530   613.5
2.9470        -2260.712    -2290.897       30.185   606.6
2.9480        -2260.885    -2290.889       30.004   602.9
2.9490        -2260.705    -2290.904       30.199   606.8
2.9500        -2260.406    -2290.934       30.528   613.4
2.9510        -2260.121    -2290.966       30.845   619.8
2.9520        -2259.962    -2291.021       31.059   624.1
2.9530        -2259.687    -2291.099       31.412   631.2
2.9540        -2259.180    -2291.213       32.032   643.7
2.9550        -2259.247    -2291.340       32.093   644.9
2.9560        -2259.321    -2291.487       32.166   646.4
2.9570        -2259.734    -2291.625       31.890   640.8
2.9580        -2259.805    -2291.749       31.944   641.9
2.9590        -2260.074    -2291.846       31.772   638.4
2.9600        -2260.259    -2291.911       31.652   636.0
2.9610        -2260.195    -2291.971       31.777   638.5
2.9620        -2260.069    -2292.007       31.938   641.8
2.9630        -2260.003    -2292.035       32.032   643.7
2.9640        -2259.447    -2292.041       32.594   654.9
2.9650        -2259.639    -2292.007       32.369   650.4
2.9660        -2259.585    -2291.933       32.348   650.0
2.9670        -2259.033    -2291.849       32.816   659.4
2.9680        -2258.530    -2291.733       33.203   667.2
2.9690        -2258.404    -2291.595       33.192   667.0
2.9700        -2258.109    -2291.447       33.338   669.9
2.9710        -2258.475    -2291.289       32.814   659.4
2.9720        -2258.464    -2291.151       32.687   656.8
2.9730        -2258.012    -2291.025       33.013   663.4
2.9740        -2258.421    -2290.900       32.479   652.7
2.9750        -2259.005    -2290.799       31.794   638.9
2.9760        -2259.134    -2290.713       31.579   634.6
2.9770        -2258.838    -2290.655       31.817   639.3
2.9780        -2259.116    -2290.613       31.496   632.9
2.9790        -2259.061    -2290.578       31.517   633.3
2.9800        -2259.109    -2290.586       31.477   632.5
2.9810        -2258.684    -2290.617       31.933   641.7
2.9820        -2258.583    -2290.651       32.068   644.4
2.9830        -2258.668    -2290.687       32.019   643.4
2.9840        -2258.821    -2290.729       31.908   641.2
2.9850        -2258.788    -2290.806       32.019   643.4
2.9860        -2259.260    -2290.909       31.649   636.0
2.9870        -2259.374    -2291.025       31.651   636.0
2.9880        -2259.097    -2291.139       32.042   643.9
2.9890        -2259.337    -2291.263       31.927   641.5
2.9900        -2259.214    -2291.400       32.186   646.7
2.9910        -2260.012    -2291.520       31.508   633.1
2.9920        -2259.919    -2291.612       31.693   636.8
2.9930        -2259.643    -2291.664       32.021   643.4
2.9940        -2259.841    -2291.684       31.842   639.9
2.9950        -2259.988    -2291.646       31.659   636.2
2.9960        -2259.907    -2291.552       31.645   635.9
2.9970        -2259.903    -2291.396       31.493   632.8
2.9980        -2259.903    -2291.190       31.287   628.7
2.9990        -2260.135    -2290.947       30.812   619.1
3.0000        -2259.808    -2290.701       30.893   620.8
3.0010        -2259.928    -2290.446       30.518   613.2
