Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
0.0000        -2290.687    -2320.557       29.870   600.2
0.0010        -2290.376    -2320.457       30.081   604.5
0.0020        -2290.397    -2320.158       29.762   598.0
0.0030        -2290.573    -2319.670       29.097   584.7
0.0040        -2290.678    -2319.004       28.326   569.2
0.0050        -2290.422    -2318.178       27.756   557.7
0.0060        -2290.220    -2317.210       26.991   542.4
0.0070        -2290.210    -2316.122       25.912   520.7
0.0080        -2290.269    -2314.958       24.689   496.1
0.0090        -2290.464    -2313.749       23.285   467.9
0.0100        -2290.340    -2312.539       22.199   446.1
0.0110        -2290.130    -2311.354       21.224   426.5
0.0120        -2289.969    -2310.222       20.253   407.0
0.0130        -2289.848    -2309.169       19.321   388.2
0.0140        -2289.421    -2308.217       18.796   377.7
0.0150        -2289.270    -2307.357       18.087   363.5
0.0160        -2288.964    -2306.590       17.626   354.2
0.0170        -2288.664    -2305.905       17.240   346.4
0.0180        -2288.334    -2305.288       16.954   340.7
0.0190        -2288.238    -2304.733       16.496   331.5
0.0200        -2287.814    -2304.241       16.427   330.1
0.0210        -2287.320    -2303.811       16.491   331.4
0.0220        -2287.080    -2303.428       16.348   328.5
0.0230        -2286.806    -2303.102       16.297   327.5
0.0240        -2286.674    -2302.808       16.134   324.2
0.0250        -2286.562    -2302.541       15.979   321.1
0.0260        -2286.134    -2302.294       16.160   324.7
0.0270        -2286.019    -2302.056       16.037   322.2
0.0280        -2285.560    -2301.832       16.272   327.0
0.0290        -2285.356    -2301.607       16.251   326.6
0.0300        -2285.133    -2301.400       16.267   326.9
0.0310        -2284.911    -2301.211       16.301   327.6
0.0320        -2284.794    -2301.028       16.234   326.2
0.0330        -2284.706    -2300.853       16.147   324.5
0.0340        -2284.430    -2300.694       16.264   326.8
0.0350        -2284.214    -2300.537       16.323   328.0
0.0360        -2283.855    -2300.384       16.529   332.1
0.0370        -2283.365    -2300.256       16.891   339.4
0.0380        -2283.118    -2300.163       17.044   342.5
0.0390        -2282.669    -2300.078       17.410   349.8
0.0400        -2282.658    -2300.008       17.350   348.6
0.0410        -2282.632    -2299.961       17.330   348.2
0.0420        -2282.444    -2299.923       17.479   351.2
0.0430        -2282.460    -2299.904       17.443   350.5
0.0440        -2282.209    -2299.917       17.707   355.8
0.0450        -2282.056    -2299.953       17.897   359.6
0.0460        -2281.500    -2300.020       18.521   372.2
0.0470        -2281.300    -2300.102       18.802   377.8
0.0480        -2281.044    -2300.198       19.154   384.9
0.0490        -2280.956    -2300.294       19.339   388.6
0.0500        -2281.045    -2300.370       19.324   388.3
0.0510        -2280.872    -2300.445       19.573   393.3
0.0520        -2280.315    -2300.485       20.170   405.3
0.0530        -2280.023    -2300.508       20.485   411.6
0.0540        -2279.651    -2300.515       20.865   419.3
0.0550        -2279.689    -2300.497       20.807   418.1
0.0560        -2279.369    -2300.443       21.074   423.5
0.0570        -2279.107    -2300.367       21.260   427.2
0.0580        -2279.022    -2300.277       21.255   427.1
0.0590        -2278.865    -2300.162       21.298   428.0
0.0600        -2278.907    -2300.050       21.143   424.9
0.0610        -2278.493    -2299.934       21.442   430.9
0.0620        -2278.132    -2299.803       21.671   435.5
0.0630        -2277.958    -2299.670       21.711   436.3
0.0640        -2277.807    -2299.543       21.735   436.8
0.0650        -2277.506    -2299.415       21.909   440.3
0.0660        -2277.413    -2299.275       21.862   439.3
0.0670        -2277.476    -2299.142       21.666   435.4
0.0680        -2277.258    -2299.016       21.758   437.2
0.0690        -2277.227    -2298.899       21.672   435.5
0.0700        -2276.906    -2298.797       21.891   439.9
0.0710        -2276.741    -2298.713       21.972   441.5
0.0720        -2276.735    -2298.647       21.912   440.3
0.0730        -2276.669    -2298.613       21.945   441.0
0.0740        -2276.658    -2298.576       21.918   440.4
0.0750        -2276.180    -2298.530       22.349   449.1
0.0760        -2276.145    -2298.484       22.339   448.9
0.0770        -2275.994    -2298.439       22.444   451.0
0.0780        -2275.748    -2298.398       22.651   455.2
0.0790        -2275.355    -2298.349       22.994   462.0
0.0800        -2275.538    -2298.299       22.761   457.4
0.0810        -2275.144    -2298.234       23.090   464.0
0.0820        -2274.958    -2298.143       23.185   465.9
0.0830        -2274.860    -2298.036       23.177   465.7
0.0840        -2274.521    -2297.929       23.408   470.4
0.0850        -2274.252    -2297.813       23.561   473.4
0.0860        -2274.160    -2297.694       23.534   472.9
0.0870        -2274.063    -2297.566       23.503   472.3
0.0880        -2273.890    -2297.422       23.532   472.9
0.0890        -2273.590    -2297.280       23.689   476.0
0.0900        -2273.323    -2297.123       23.800   478.2
0.0910        -2273.345    -2296.966       23.621   474.7
0.0920        -2273.078    -2296.815       23.737   477.0
0.0930        -2272.662    -2296.687       24.025   482.8
0.0940        -2272.625    -2296.556       23.931   480.9
0.0950        -2272.655    -2296.440       23.785   478.0
0.0960        -2272.589    -2296.314       23.725   476.7
0.0970        -2272.361    -2296.187       23.827   478.8
0.0980        -2272.370    -2296.064       23.695   476.1
0.0990        -2272.352    -2295.958       23.605   474.3
0.1000        -2272.459    -2295.871       23.412   470.5
0.1010        -2272.128    -2295.799       23.672   475.7
0.1020        -2271.942    -2295.739       23.797   478.2
0.1030        -2272.105    -2295.693       23.588   474.0
0.1040        -2271.876    -2295.672       23.795   478.2
0.1050        -2271.929    -2295.646       23.716   476.6
0.1060        -2271.717    -2295.608       23.891   480.1
0.1070        -2271.692    -2295.571       23.879   479.8
0.1080        -2271.473    -2295.539       24.066   483.6
0.1090        -2271.721    -2295.512       23.791   478.1
0.1100        -2271.449    -2295.495       24.046   483.2
0.1110        -2271.210    -2295.491       24.281   487.9
0.1120        -2271.028    -2295.512       24.484   492.0
0.1130        -2270.733    -2295.531       24.798   498.3
0.1140        -2270.691    -2295.545       24.854   499.4
0.1150        -2270.697    -2295.570       24.873   499.8
0.1160        -2270.417    -2295.589       25.172   505.8
0.1170        -2270.809    -2295.596       24.787   498.1
0.1180        -2270.525    -2295.600       25.075   503.9
0.1190        -2270.598    -2295.602       25.004   502.4
0.1200        -2270.102    -2295.586       25.484   512.1
0.1210        -2270.478    -2295.554       25.076   503.9
0.1220        -2270.409    -2295.512       25.103   504.4
0.1230        -2269.904    -2295.459       25.555   513.5
0.1240        -2269.823    -2295.399       25.576   513.9
0.1250        -2269.681    -2295.328       25.648   515.4
0.1260        -2269.519    -2295.242       25.723   516.9
0.1270        -2269.104    -2295.138       26.034   523.1
0.1280        -2268.630    -2295.029       26.399   530.5
0.1290        -2268.369    -2294.887       26.518   532.9
0.1300        -2268.589    -2294.725       26.136   525.2
0.1310        -2268.462    -2294.549       26.087   524.2
0.1320        -2267.874    -2294.357       26.483   532.2
0.1330        -2267.689    -2294.168       26.479   532.1
0.1340        -2267.795    -2294.005       26.210   526.7
0.1350        -2268.058    -2293.872       25.814   518.7
0.1360        -2268.005    -2293.773       25.768   517.8
0.1370        -2268.128    -2293.722       25.594   514.3
0.1380        -2267.728    -2293.712       25.984   522.1
0.1390        -2267.994    -2293.714       25.720   516.8
0.1400        -2267.785    -2293.737       25.951   521.5
0.1410        -2267.518    -2293.778       26.260   527.7
0.1420        -2267.174    -2293.828       26.654   535.6
0.1430        -2267.493    -2293.882       26.389   530.3
0.1440        -2267.331    -2293.945       26.614   534.8
0.1450        -2267.238    -2294.002       26.764   537.8
0.1460        -2267.364    -2294.061       26.697   536.5
0.1470        -2267.315    -2294.122       26.807   538.7
0.1480        -2267.437    -2294.198       26.761   537.7
0.1490        -2267.316    -2294.283       26.967   541.9
0.1500        -2267.175    -2294.366       27.191   546.4
0.1510        -2267.718    -2294.449       26.730   537.1
0.1520        -2267.643    -2294.515       26.873   540.0
0.1530        -2267.457    -2294.582       27.124   545.0
0.1540        -2267.237    -2294.653       27.416   550.9
0.1550        -2267.245    -2294.736       27.491   552.4
0.1560        -2267.382    -2294.816       27.434   551.3
0.1570        -2267.389    -2294.895       27.506   552.7
0.1580        -2266.803    -2294.955       28.152   565.7
0.1590        -2266.806    -2294.996       28.190   566.5
0.1600        -2266.736    -2295.013       28.278   568.2
0.1610        -2266.827    -2295.010       28.183   566.3
0.1620        -2266.793    -2295.001       28.208   566.8
0.1630        -2267.006    -2294.969       27.963   561.9
0.1640        -2267.238    -2294.929       27.691   556.4
0.1650        -2267.252    -2294.858       27.607   554.7
0.1660        -2267.221    -2294.760       27.539   553.4
0.1670        -2267.353    -2294.622       27.269   548.0
0.1680        -2267.298    -2294.469       27.171   546.0
0.1690        -2267.329    -2294.320       26.991   542.4
0.1700        -2267.038    -2294.153       27.115   544.9
0.1710        -2267.051    -2293.997       26.945   541.4
0.1720        -2266.957    -2293.847       26.890   540.3
0.1730        -2266.944    -2293.708       26.763   537.8
0.1740        -2266.772    -2293.595       26.823   539.0
0.1750        -2266.852    -2293.490       26.638   535.3
0.1760        -2266.886    -2293.381       26.495   532.4
0.1770        -2266.727    -2293.300       26.573   534.0
0.1780        -2266.505    -2293.257       26.752   537.6
0.1790        -2266.699    -2293.262       26.562   533.8
0.1800        -2266.787    -2293.298       26.511   532.7
0.1810        -2266.256    -2293.376       27.120   545.0
0.1820        -2265.934    -2293.495       27.561   553.8
0.1830        -2266.481    -2293.652       27.172   546.0
0.1840        -2266.321    -2293.827       27.506   552.7
0.1850        -2266.043    -2294.002       27.960   561.8
0.1860        -2265.830    -2294.187       28.357   569.8
0.1870        -2265.539    -2294.359       28.820   579.1
0.1880        -2265.738    -2294.486       28.748   577.7
0.1890        -2265.818    -2294.607       28.789   578.5
0.1900        -2266.092    -2294.732       28.640   575.5
0.1910        -2265.961    -2294.854       28.892   580.6
0.1920        -2266.481    -2294.967       28.486   572.4
0.1930        -2266.361    -2295.078       28.717   577.1
0.1940        -2266.466    -2295.192       28.726   577.2
0.1950        -2266.545    -2295.312       28.767   578.1
0.1960        -2266.282    -2295.445       29.163   586.0
0.1970        -2265.989    -2295.552       29.562   594.0
0.1980        -2266.233    -2295.622       29.389   590.6
0.1990        -2266.280    -2295.673       29.394   590.6
0.2000        -2266.196    -2295.684       29.489   592.6
0.2010        -2266.187    -2295.648       29.461   592.0
0.2020        -2265.643    -2295.563       29.920   601.2
0.2030        -2265.148    -2295.435       30.287   608.6
0.2040        -2265.367    -2295.275       29.908   601.0
0.2050        -2265.534    -2295.086       29.552   593.8
0.2060        -2265.502    -2294.862       29.359   590.0
0.2070        -2265.482    -2294.630       29.148   585.7
0.2080        -2265.797    -2294.377       28.579   574.3
0.2090        -2265.254    -2294.126       28.873   580.2
0.2100        -2264.983    -2293.881       28.898   580.7
0.2110        -2264.885    -2293.646       28.761   577.9
0.2120        -2264.869    -2293.427       28.557   573.8
0.2130        -2264.711    -2293.197       28.487   572.4
0.2140        -2264.803    -2292.964       28.160   565.9
0.2150        -2264.820    -2292.743       27.923   561.1
0.2160        -2264.551    -2292.531       27.980   562.2
0.2170        -2264.585    -2292.330       27.745   557.5
0.2180        -2264.639    -2292.122       27.483   552.3
0.2190        -2264.618    -2291.899       27.282   548.2
0.2200        -2264.673    -2291.691       27.018   542.9
0.2210        -2264.792    -2291.512       26.720   536.9
0.2220        -2264.809    -2291.378       26.569   533.9
0.2230        -2264.329    -2291.292       26.962   541.8
0.2240        -2264.418    -2291.229       26.811   538.8
0.2250        -2264.279    -2291.201       26.922   541.0
0.2260        -2264.247    -2291.202       26.955   541.7
0.2270        -2263.985    -2291.252       27.267   547.9
0.2280        -2263.901    -2291.320       27.418   551.0
0.2290        -2264.008    -2291.390       27.383   550.2
0.2300        -2263.792    -2291.475       27.683   556.3
0.2310        -2263.873    -2291.597       27.724   557.1
0.2320        -2263.871    -2291.726       27.854   559.7
0.2330        -2264.025    -2291.847       27.822   559.1
0.2340        -2263.953    -2291.969       28.016   563.0
0.2350        -2263.750    -2292.052       28.302   568.7
0.2360        -2263.837    -2292.108       28.272   568.1
0.2370        -2263.880    -2292.139       28.259   567.9
0.2380        -2264.020    -2292.158       28.138   565.4
0.2390        -2264.222    -2292.173       27.951   561.7
0.2400        -2264.159    -2292.197       28.038   563.4
0.2410        -2263.863    -2292.227       28.364   570.0
0.2420        -2264.029    -2292.270       28.241   567.5
0.2430        -2264.105    -2292.340       28.235   567.4
0.2440        -2264.552    -2292.400       27.848   559.6
0.2450        -2264.732    -2292.466       27.734   557.3
0.2460        -2264.522    -2292.521       27.999   562.6
0.2470        -2264.545    -2292.590       28.046   563.6
0.2480        -2264.279    -2292.646       28.367   570.0
0.2490        -2264.589    -2292.687       28.097   564.6
0.2500        -2264.563    -2292.698       28.136   565.4
0.2510        -2264.332    -2292.673       28.340   569.5
0.2520        -2263.853    -2292.623       28.769   578.1
0.2530        -2263.971    -2292.569       28.598   574.7
0.2540        -2263.699    -2292.503       28.804   578.8
0.2550        -2263.469    -2292.419       28.950   581.7
0.2560        -2263.535    -2292.325       28.790   578.5
0.2570        -2263.133    -2292.213       29.080   584.3
0.2580        -2263.497    -2292.081       28.584   574.4
0.2590        -2263.685    -2291.961       28.276   568.2
0.2600        -2263.582    -2291.834       28.252   567.7
0.2610        -2263.786    -2291.722       27.936   561.3
0.2620        -2263.867    -2291.627       27.760   557.8
0.2630        -2263.690    -2291.554       27.864   559.9
0.2640        -2263.620    -2291.508       27.889   560.4
0.2650        -2263.886    -2291.481       27.595   554.5
0.2660        -2263.566    -2291.477       27.911   560.9
0.2670        -2263.685    -2291.508       27.823   559.1
0.2680        -2264.008    -2291.567       27.559   553.8
0.2690        -2264.289    -2291.647       27.358   549.7
0.2700        -2264.181    -2291.736       27.554   553.7
0.2710        -2264.092    -2291.824       27.733   557.3
0.2720        -2264.070    -2291.909       27.839   559.4
0.2730        -2263.900    -2291.992       28.092   564.5
0.2740        -2263.983    -2292.076       28.094   564.5
0.2750        -2263.644    -2292.135       28.491   572.5
0.2760        -2263.655    -2292.169       28.514   573.0
0.2770        -2263.789    -2292.192       28.403   570.7
0.2780        -2263.960    -2292.203       28.243   567.5
0.2790        -2263.802    -2292.211       28.409   570.9
0.2800        -2263.507    -2292.220       28.712   577.0
0.2810        -2263.397    -2292.215       28.817   579.1
0.2820        -2263.538    -2292.191       28.653   575.8
0.2830        -2264.043    -2292.175       28.132   565.3
0.2840        -2263.769    -2292.173       28.404   570.8
0.2850        -2263.684    -2292.190       28.506   572.8
0.2860        -2263.981    -2292.216       28.235   567.4
0.2870        -2264.199    -2292.243       28.044   563.5
0.2880        -2264.384    -2292.266       27.882   560.3
0.2890        -2264.508    -2292.292       27.784   558.3
0.2900        -2264.485    -2292.303       27.819   559.0
0.2910        -2264.397    -2292.318       27.921   561.1
0.2920        -2264.241    -2292.322       28.081   564.3
0.2930        -2264.394    -2292.296       27.902   560.7
0.2940        -2264.315    -2292.242       27.927   561.2
0.2950        -2264.838    -2292.170       27.332   549.2
0.2960        -2264.842    -2292.099       27.257   547.7
0.2970        -2264.635    -2292.003       27.368   549.9
0.2980        -2264.557    -2291.893       27.336   549.3
0.2990        -2264.314    -2291.785       27.471   552.0
0.3000        -2263.838    -2291.688       27.850   559.6
0.3010        -2263.714    -2291.590       27.876   560.2
0.3020        -2263.940    -2291.487       27.547   553.5
0.3030        -2263.743    -2291.409       27.665   555.9
0.3040        -2263.812    -2291.365       27.553   553.7
0.3050        -2264.026    -2291.363       27.337   549.3
0.3060        -2264.022    -2291.406       27.384   550.3
0.3070        -2264.009    -2291.502       27.493   552.5
0.3080        -2263.874    -2291.638       27.764   557.9
0.3090        -2263.507    -2291.810       28.303   568.7
0.3100        -2263.223    -2291.991       28.768   578.1
0.3110        -2262.783    -2292.158       29.376   590.3
0.3120        -2262.872    -2292.294       29.422   591.2
0.3130        -2262.600    -2292.367       29.767   598.2
0.3140        -2262.764    -2292.390       29.626   595.3
0.3150        -2262.656    -2292.349       29.693   596.7
0.3160        -2262.739    -2292.248       29.509   593.0
0.3170        -2262.634    -2292.079       29.445   591.7
0.3180        -2262.576    -2291.852       29.276   588.3
0.3190        -2262.802    -2291.591       28.790   578.5
0.3200        -2262.846    -2291.295       28.449   571.7
0.3210        -2262.750    -2290.965       28.215   567.0
0.3220        -2262.997    -2290.640       27.643   555.5
0.3230        -2263.029    -2290.309       27.280   548.2
0.3240        -2262.750    -2289.993       27.243   547.4
0.3250        -2262.120    -2289.706       27.586   554.3
0.3260        -2261.903    -2289.443       27.540   553.4
0.3270        -2261.956    -2289.227       27.271   548.0
0.3280        -2261.930    -2289.056       27.125   545.1
0.3290        -2261.766    -2288.927       27.161   545.8
0.3300        -2261.848    -2288.869       27.021   543.0
0.3310        -2261.600    -2288.884       27.284   548.3
0.3320        -2261.763    -2288.967       27.204   546.7
0.3330        -2261.783    -2289.102       27.320   549.0
0.3340        -2261.944    -2289.262       27.318   548.9
0.3350        -2261.950    -2289.450       27.499   552.6
0.3360        -2261.912    -2289.659       27.748   557.6
0.3370        -2261.786    -2289.875       28.089   564.4
0.3380        -2261.702    -2290.074       28.372   570.1
0.3390        -2262.011    -2290.265       28.254   567.7
0.3400        -2261.786    -2290.436       28.650   575.7
0.3410        -2261.820    -2290.587       28.768   578.1
0.3420        -2262.050    -2290.716       28.666   576.0
0.3430        -2261.992    -2290.831       28.840   579.5
0.3440        -2261.893    -2290.940       29.047   583.7
0.3450        -2261.740    -2291.029       29.289   588.6
0.3460        -2261.935    -2291.119       29.184   586.4
0.3470        -2261.715    -2291.191       29.476   592.3
0.3480        -2261.758    -2291.260       29.502   592.8
0.3490        -2261.551    -2291.336       29.785   598.5
0.3500        -2261.589    -2291.414       29.825   599.3
0.3510        -2261.763    -2291.479       29.716   597.1
0.3520        -2261.774    -2291.511       29.737   597.6
0.3530        -2261.697    -2291.541       29.844   599.7
0.3540        -2261.720    -2291.554       29.834   599.5
0.3550        -2261.418    -2291.572       30.154   605.9
0.3560        -2261.429    -2291.604       30.176   606.4
0.3570        -2262.031    -2291.651       29.620   595.2
0.3580        -2261.909    -2291.715       29.807   599.0
0.3590        -2261.947    -2291.771       29.824   599.3
0.3600        -2262.349    -2291.825       29.476   592.3
0.3610        -2262.479    -2291.882       29.403   590.8
0.3620        -2262.625    -2291.933       29.308   588.9
0.3630        -2262.804    -2291.990       29.186   586.5
0.3640        -2263.001    -2292.035       29.034   583.4
0.3650        -2262.799    -2292.080       29.281   588.4
0.3660        -2262.948    -2292.115       29.167   586.1
0.3670        -2262.920    -2292.120       29.200   586.8
0.3680        -2262.588    -2292.117       29.529   593.4
0.3690        -2262.788    -2292.062       29.274   588.2
0.3700        -2262.544    -2291.998       29.454   591.9
0.3710        -2262.828    -2291.907       29.079   584.3
0.3720        -2262.758    -2291.809       29.050   583.8
0.3730        -2262.575    -2291.712       29.137   585.5
0.3740        -2262.111    -2291.590       29.479   592.4
0.3750        -2262.125    -2291.435       29.310   589.0
0.3760        -2261.675    -2291.285       29.610   595.0
0.3770        -2261.753    -2291.133       29.380   590.4
0.3780        -2261.736    -2290.982       29.246   587.7
0.3790        -2261.710    -2290.839       29.129   585.3
0.3800        -2261.370    -2290.715       29.345   589.7
0.3810        -2261.234    -2290.611       29.378   590.3
0.3820        -2261.533    -2290.542       29.008   582.9
0.3830        -2261.747    -2290.478       28.731   577.3
0.3840        -2261.623    -2290.439       28.816   579.0
0.3850        -2261.798    -2290.443       28.645   575.6
0.3860        -2261.647    -2290.472       28.825   579.2
0.3870        -2261.556    -2290.525       28.969   582.1
0.3880        -2261.374    -2290.570       29.196   586.7
0.3890        -2261.282    -2290.619       29.336   589.5
0.3900        -2261.161    -2290.661       29.499   592.8
0.3910        -2261.295    -2290.681       29.386   590.5
0.3920        -2261.509    -2290.689       29.180   586.4
0.3930        -2261.502    -2290.686       29.184   586.4
0.3940        -2261.462    -2290.671       29.209   586.9
0.3950        -2261.692    -2290.655       28.964   582.0
0.3960        -2261.782    -2290.614       28.832   579.4
0.3970        -2262.102    -2290.549       28.447   571.6
0.3980        -2262.347    -2290.474       28.127   565.2
0.3990        -2262.196    -2290.399       28.202   566.7
0.4000        -2261.735    -2290.301       28.566   574.0
0.4010        -2261.488    -2290.202       28.714   577.0
0.4020        -2261.289    -2290.108       28.819   579.1
0.4030        -2261.144    -2290.031       28.887   580.5
0.4040        -2261.387    -2289.983       28.597   574.6
0.4050        -2261.263    -2289.944       28.681   576.3
0.4060        -2261.070    -2289.927       28.857   579.9
0.4070        -2260.936    -2289.929       28.993   582.6
0.4080        -2260.653    -2289.941       29.289   588.5
0.4090        -2260.797    -2289.940       29.143   585.6
0.4100        -2260.376    -2289.931       29.555   593.9
0.4110        -2260.711    -2289.923       29.211   587.0
0.4120        -2260.914    -2289.920       29.007   582.9
0.4130        -2261.234    -2289.938       28.705   576.8
0.4140        -2260.899    -2289.976       29.077   584.3
0.4150        -2260.725    -2290.024       29.300   588.8
0.4160        -2260.660    -2290.098       29.438   591.5
0.4170        -2260.480    -2290.207       29.727   597.3
0.4180        -2260.293    -2290.350       30.057   604.0
0.4190        -2260.220    -2290.521       30.301   608.9
0.4200        -2260.469    -2290.709       30.240   607.6
0.4210        -2260.525    -2290.878       30.352   609.9
0.4220        -2260.749    -2291.040       30.291   608.7
0.4230        -2261.036    -2291.169       30.133   605.5
0.4240        -2260.990    -2291.281       30.291   608.7
0.4250        -2260.991    -2291.365       30.374   610.4
0.4260        -2261.119    -2291.440       30.321   609.3
0.4270        -2261.177    -2291.495       30.318   609.2
0.4280        -2261.032    -2291.525       30.494   612.8
0.4290        -2261.219    -2291.522       30.303   608.9
0.4300        -2261.151    -2291.488       30.337   609.6
0.4310        -2261.609    -2291.439       29.830   599.4
0.4320        -2261.447    -2291.368       29.920   601.2
0.4330        -2261.477    -2291.280       29.803   598.9
0.4340        -2261.609    -2291.160       29.551   593.8
0.4350        -2261.630    -2291.032       29.402   590.8
0.4360        -2261.315    -2290.886       29.570   594.2
0.4370        -2261.359    -2290.735       29.376   590.3
0.4380        -2261.180    -2290.585       29.405   590.9
0.4390        -2261.056    -2290.449       29.393   590.6
0.4400        -2261.158    -2290.343       29.184   586.4
0.4410        -2261.435    -2290.300       28.865   580.0
0.4420        -2261.287    -2290.316       29.029   583.3
0.4430        -2260.963    -2290.375       29.412   591.0
0.4440        -2261.217    -2290.443       29.226   587.3
0.4450        -2261.093    -2290.511       29.418   591.1
0.4460        -2261.333    -2290.593       29.260   588.0
0.4470        -2261.912    -2290.689       28.777   578.3
0.4480        -2262.147    -2290.772       28.625   575.2
0.4490        -2262.179    -2290.851       28.671   576.1
0.4500        -2262.224    -2290.928       28.704   576.8
0.4510        -2262.546    -2291.004       28.458   571.8
0.4520        -2262.676    -2291.078       28.402   570.7
0.4530        -2262.943    -2291.154       28.211   566.9
0.4540        -2263.050    -2291.228       28.178   566.2
0.4550        -2262.706    -2291.312       28.606   574.8
0.4560        -2262.531    -2291.409       28.878   580.3
0.4570        -2262.492    -2291.523       29.031   583.4
0.4580        -2262.618    -2291.665       29.047   583.7
0.4590        -2262.363    -2291.802       29.440   591.6
0.4600        -2262.526    -2291.937       29.411   591.0
0.4610        -2262.705    -2292.068       29.363   590.0
0.4620        -2262.694    -2292.193       29.498   592.8
0.4630        -2262.445    -2292.312       29.866   600.1
0.4640        -2262.447    -2292.427       29.981   602.4
0.4650        -2262.091    -2292.518       30.427   611.4
0.4660        -2262.410    -2292.579       30.169   606.2
0.4670        -2262.893    -2292.614       29.722   597.2
0.4680        -2262.651    -2292.625       29.973   602.3
0.4690        -2262.859    -2292.631       29.772   598.3
0.4700        -2262.849    -2292.615       29.766   598.1
0.4710        -2262.876    -2292.580       29.705   596.9
0.4720        -2262.526    -2292.526       30.000   602.8
0.4730        -2262.222    -2292.469       30.247   607.8
0.4740        -2262.359    -2292.394       30.035   603.5
0.4750        -2262.234    -2292.315       30.082   604.5
0.4760        -2262.047    -2292.220       30.174   606.3
0.4770        -2262.258    -2292.116       29.858   600.0
0.4780        -2262.444    -2292.007       29.563   594.0
0.4790        -2262.379    -2291.908       29.529   593.4
0.4800        -2262.276    -2291.820       29.544   593.7
0.4810        -2261.934    -2291.721       29.786   598.5
0.4820        -2261.791    -2291.628       29.836   599.5
0.4830        -2261.968    -2291.559       29.591   594.6
0.4840        -2261.912    -2291.515       29.603   594.8
0.4850        -2261.828    -2291.490       29.662   596.0
0.4860        -2262.081    -2291.494       29.413   591.0
0.4870        -2261.996    -2291.517       29.521   593.2
0.4880        -2262.248    -2291.560       29.312   589.0
0.4890        -2262.158    -2291.635       29.477   592.3
0.4900        -2262.132    -2291.738       29.605   594.9
0.4910        -2261.935    -2291.853       29.918   601.2
0.4920        -2261.989    -2291.978       29.989   602.6
0.4930        -2262.437    -2292.119       29.683   596.5
0.4940        -2262.903    -2292.241       29.338   589.5
0.4950        -2262.931    -2292.336       29.405   590.9
0.4960        -2262.730    -2292.421       29.691   596.6
0.4970        -2262.773    -2292.505       29.732   597.4
0.4980        -2262.502    -2292.571       30.068   604.2
0.4990        -2262.330    -2292.609       30.279   608.4
0.5000        -2262.489    -2292.610       30.121   605.3
0.5010        -2262.424    -2292.587       30.163   606.1
0.5020        -2262.715    -2292.536       29.821   599.2
0.5030        -2262.566    -2292.461       29.895   600.7
0.5040        -2262.727    -2292.372       29.646   595.7
0.5050        -2263.041    -2292.279       29.238   587.5
0.5060        -2263.168    -2292.188       29.021   583.2
0.5070        -2263.081    -2292.088       29.007   582.9
0.5080        -2262.731    -2291.978       29.248   587.7
0.5090        -2262.607    -2291.842       29.234   587.4
0.5100        -2262.858    -2291.691       28.833   579.4
0.5110        -2262.993    -2291.553       28.560   573.9
0.5120        -2262.748    -2291.443       28.695   576.6
0.5130        -2262.766    -2291.349       28.583   574.4
0.5140        -2262.807    -2291.299       28.492   572.5
0.5150        -2262.835    -2291.256       28.421   571.1
0.5160        -2262.565    -2291.214       28.648   575.7
0.5170        -2262.713    -2291.166       28.453   571.7
0.5180        -2262.900    -2291.116       28.216   567.0
0.5190        -2262.921    -2291.109       28.189   566.4
0.5200        -2262.985    -2291.145       28.160   565.9
0.5210        -2263.344    -2291.215       27.871   560.0
0.5220        -2263.295    -2291.287       27.992   562.5
0.5230        -2262.839    -2291.385       28.546   573.6
0.5240        -2262.833    -2291.482       28.649   575.7
0.5250        -2262.633    -2291.599       28.965   582.0
0.5260        -2262.351    -2291.747       29.396   590.7
0.5270        -2262.226    -2291.893       29.667   596.1
0.5280        -2262.472    -2292.006       29.533   593.5
0.5290        -2262.621    -2292.100       29.479   592.4
0.5300        -2262.795    -2292.174       29.378   590.3
0.5310        -2263.383    -2292.224       28.841   579.5
0.5320        -2263.462    -2292.269       28.806   578.8
0.5330        -2263.685    -2292.310       28.626   575.2
0.5340        -2263.819    -2292.344       28.524   573.2
0.5350        -2263.965    -2292.366       28.401   570.7
0.5360        -2263.778    -2292.394       28.616   575.0
0.5370        -2264.190    -2292.441       28.252   567.7
0.5380        -2263.989    -2292.490       28.501   572.7
0.5390        -2263.883    -2292.579       28.696   576.6
0.5400        -2263.765    -2292.697       28.933   581.4
0.5410        -2263.788    -2292.842       29.054   583.8
0.5420        -2264.050    -2292.984       28.935   581.4
0.5430        -2263.748    -2293.117       29.370   590.2
0.5440        -2263.988    -2293.250       29.261   588.0
0.5450        -2263.508    -2293.370       29.862   600.1
0.5460        -2263.232    -2293.465       30.233   607.5
0.5470        -2263.253    -2293.539       30.286   608.6
0.5480        -2263.256    -2293.590       30.334   609.6
0.5490        -2263.663    -2293.602       29.939   601.6
0.5500        -2263.664    -2293.573       29.908   601.0
0.5510        -2263.782    -2293.512       29.730   597.4
0.5520        -2263.965    -2293.404       29.440   591.6
0.5530        -2264.077    -2293.251       29.174   586.2
0.5540        -2263.963    -2293.063       29.100   584.7
0.5550        -2263.824    -2292.837       29.013   583.0
0.5560        -2264.470    -2292.584       28.114   564.9
0.5570        -2264.520    -2292.333       27.813   558.9
