Stem,Dist_to_nearest_T,Percentile_vs_pool
Li_100_slab__LLZO_110_Zr_bestgap_3.00A_r_T550K_4000.cif,0.017149786290120893,87.25
Li_100_slab__LLZO_110_Zr_bestgap_3.00A_r_T550K_3000.cif,0.017149648061322513,87.16666666666667
Li_111_slab__LLZO_110_Li_order17_off_bestgap_2.00A_r_T550K_1600.cif,0.017122056823086217,87.08333333333333
Li_110_slab__LLZO_011_La_code71_sto_bestgap_2.50A_r_T550K_1600.cif,0.017111666475773328,87.0
Li_110_slab__LLZO_001_Zr_code93_sto_bestgap_2.50A_r_T1100K_4200.cif,0.017108041811584207,86.91666666666667
Li_110_slab__LLZO_010_La_order0_off_bestgap_2.00A_r_T1100K_4400.cif,0.017093546224201436,86.83333333333333
Li_100_slab__LLZO_110_Zr_bestgap_3.00A_r_T550K_1700.cif,0.017083032452343324,86.75
Li_111_slab__LLZO_110_Zr_bestgap_2.50A_r_T550K_4500.cif,0.017082664157245672,86.66666666666667
Li_100_slab__LLZO_110_Zr_bestgap_3.00A_r_T550K_2600.cif,0.01706227230100937,86.58333333333333
Li_111_slab__LLZO_110_Li_order17_off_bestgap_2.00A_r_T1100K_200.cif,0.01705880336084498,86.5
Li_110_slab__LLZO_011_La_code71_sto_bestgap_2.50A_r_T550K_1500.cif,0.01705148104519988,86.41666666666667
Li_100_slab__LLZO_110_Zr_bestgap_3.00A_r_T550K_4200.cif,0.01704318410757807,86.33333333333333
Li_110_slab__LLZO_001_Zr_code93_sto_bestgap_2.50A_r_T1100K_2700.cif,0.017034702410828485,86.25
Li_100_slab__LLZO_011_La_code71_sto_bestgap_3.00A_r_T550K_3400.cif,0.017034644688969373,86.16666666666667
Li_111_slab__LLZO_110_Zr_bestgap_2.50A_r_T1100K_1500.cif,0.017029604655424958,86.08333333333333
Li_110_slab__LLZO_001_Zr_code93_sto_bestgap_2.50A_r_T1100K_3700.cif,0.017027385158635486,86.0
Li_111_slab__LLZO_011_La_code71_sto_bestgap_2.50A_r_T1100K_5000.cif,0.01702086284078966,85.91666666666667
Li_111_slab__LLZO_110_Zr_bestgap_2.50A_r_T1100K_3200.cif,0.017020663440210998,85.83333333333333
Li_110_slab__LLZO_011_La_code71_sto_bestgap_2.50A_r_T550K_3200.cif,0.017019383611721877,85.75
Li_110_slab__LLZO_110_Zr_bestgap_2.50A_r_T550K_100.cif,0.017014991150143727,85.66666666666667
Li_111_slab__LLZO_110_Li_order17_off_bestgap_2.00A_r_T550K_1900.cif,0.016995292989248824,85.58333333333333
Li_100_slab__LLZO_110_Zr_bestgap_3.00A_r_T550K_4100.cif,0.01698799260812486,85.5
Li_111_slab__LLZO_110_Li_order17_off_bestgap_2.00A_r_T550K_1700.cif,0.016976748644035894,85.41666666666667
Li_110_slab__LLZO_010_La_order0_off_bestgap_2.00A_r_T1100K_2300.cif,0.016966184016883823,85.33333333333333
Li_111_slab__LLZO_110_Li_order17_off_bestgap_2.00A_r_T1100K_3100.cif,0.01694980388897114,85.25
Li_110_slab__LLZO_001_Zr_code93_sto_bestgap_2.50A_r_T1100K_4300.cif,0.016936827383577883,85.16666666666667
Li_100_slab__LLZO_110_Zr_bestgap_3.00A_r_T550K_5000.cif,0.016932281416491796,85.08333333333333
Li_110_slab__LLZO_010_La_order0_off_bestgap_2.00A_r_T1100K_2400.cif,0.016931724000747692,85.0
Li_100_slab__LLZO_110_Zr_bestgap_3.00A_r_T550K_3100.cif,0.016924053432319234,84.91666666666667
Li_111_slab__LLZO_110_Zr_bestgap_2.50A_r_T550K_4800.cif,0.016921651590112174,84.83333333333333
Li_111_slab__LLZO_110_Zr_bestgap_2.50A_r_T1100K_3100.cif,0.01691679690724075,84.75
Li_111_slab__LLZO_011_La_code71_sto_bestgap_2.50A_r_T1100K_2300.cif,0.01691487628772304,84.66666666666667
Li_111_slab__LLZO_011_La_code71_sto_bestgap_2.50A_r_T1100K_4900.cif,0.016882588914939475,84.58333333333333
Li_100_slab__LLZO_110_Zr_bestgap_3.00A_r_T550K_3800.cif,0.01687118384679089,84.5
Li_111_slab__LLZO_110_Li_order17_off_bestgap_2.00A_r_T550K_1200.cif,0.016865611717731276,84.41666666666667
Li_100_slab__LLZO_110_Zr_bestgap_3.00A_r_T550K_2700.cif,0.016850630144915633,84.33333333333333
Li_111_slab__LLZO_110_Zr_bestgap_2.50A_r_T1100K_3400.cif,0.016822992586220012,84.25
Li_111_slab__LLZO_110_Zr_bestgap_2.50A_r_T550K_4700.cif,0.01681780006075677,84.16666666666667
Li_100_slab__LLZO_110_Zr_bestgap_3.00A_r_T550K_4600.cif,0.016817354021032765,84.08333333333333
Li_110_slab__LLZO_001_Zr_code93_sto_bestgap_2.50A_r_T1100K_2500.cif,0.016799812115107653,84.0
Li_110_slab__LLZO_011_La_code71_sto_bestgap_2.50A_r_T550K_1700.cif,0.016798884603671287,83.91666666666667
Li_100_slab__LLZO_110_Zr_bestgap_3.00A_r_T550K_4700.cif,0.016788985676057838,83.83333333333333
Li_110_slab__LLZO_001_Zr_code93_sto_bestgap_2.50A_r_T1100K_3900.cif,0.016785025905058155,83.75
Li_110_slab__LLZO_011_La_code71_sto_bestgap_2.50A_r_T550K_1800.cif,0.01677746125592645,83.66666666666667
Li_100_slab__LLZO_110_Zr_bestgap_3.00A_r_T550K_4400.cif,0.016772007626184863,83.58333333333333
Li_111_slab__LLZO_110_Li_order17_off_bestgap_2.00A_r_T1100K_700.cif,0.01675599945482222,83.5
Li_111_slab__LLZO_011_La_code71_sto_bestgap_2.50A_r_T1100K_4600.cif,0.016750785517372857,83.41666666666667
Li_110_slab__LLZO_010_La_order0_off_bestgap_2.00A_r_T1100K_3500.cif,0.016747881584310353,83.33333333333333
Li_111_slab__LLZO_110_Zr_bestgap_2.50A_r_T1100K_1300.cif,0.016741692038044625,83.25
Li_100_slab__LLZO_110_Zr_bestgap_3.00A_r_T550K_2200.cif,0.01672803620932215,83.16666666666667
Li_110_slab__LLZO_010_La_order0_off_bestgap_2.00A_r_T1100K_4500.cif,0.01672333655156709,83.08333333333333
Li_111_slab__LLZO_110_Zr_bestgap_2.50A_r_T1100K_4600.cif,0.016722079134807444,83.0
Li_110_slab__LLZO_011_La_code71_sto_bestgap_2.50A_r_T550K_5000.cif,0.016712782750126078,82.91666666666667
Li_110_slab__LLZO_010_La_order0_off_bestgap_2.00A_r_T1100K_4200.cif,0.01670400480464418,82.83333333333333
Li_111_slab__LLZO_110_Zr_bestgap_2.50A_r_T1100K_3300.cif,0.016703766101647564,82.75
Li_100_slab__LLZO_110_Zr_bestgap_3.00A_r_T550K_3900.cif,0.016680064709051888,82.66666666666667
Li_111_slab__LLZO_011_La_code71_sto_bestgap_2.50A_r_T1100K_2900.cif,0.01666110729662338,82.58333333333333
Li_100_slab__LLZO_011_La_code71_sto_bestgap_3.00A_r_T1100K_1100.cif,0.01665912957571076,82.5
Li_111_slab__LLZO_110_Li_order17_off_bestgap_2.00A_r_T1100K_100.cif,0.0166416189607775,82.41666666666667
Li_100_slab__LLZO_110_Zr_bestgap_3.00A_r_T550K_2400.cif,0.01664115714175845,82.33333333333333
