      Step     Time          Energy          fmax
FIRE:    0 12:43:44    -4066.543701        0.644639
FIRE:    1 12:43:45    -4066.696533        0.489413
FIRE:    2 12:43:45    -4066.914551        0.340404
FIRE:    3 12:43:45    -4067.103516        0.345482
FIRE:    4 12:43:45    -4067.233643        0.341424
FIRE:    5 12:43:45    -4067.314941        0.290639
FIRE:    6 12:43:45    -4067.359863        0.251895
FIRE:    7 12:43:45    -4067.378906        0.272420
FIRE:    8 12:43:46    -4067.386719        0.264166
FIRE:    9 12:43:46    -4067.401123        0.248336
FIRE:   10 12:43:46    -4067.419678        0.226068
FIRE:   11 12:43:46    -4067.440430        0.198880
FIRE:   12 12:43:46    -4067.461182        0.175442
FIRE:   13 12:43:46    -4067.480469        0.170403
FIRE:   14 12:43:46    -4067.497070        0.169409
FIRE:   15 12:43:46    -4067.512207        0.169052
FIRE:   16 12:43:47    -4067.524414        0.165117
FIRE:   17 12:43:47    -4067.532715        0.160999
FIRE:   18 12:43:47    -4067.539307        0.151431
FIRE:   19 12:43:47    -4067.545898        0.135849
FIRE:   20 12:43:47    -4067.556396        0.120603
FIRE:   21 12:43:47    -4067.571289        0.121653
FIRE:   22 12:43:47    -4067.589844        0.110230
FIRE:   23 12:43:47    -4067.607178        0.095551
FIRE:   24 12:43:48    -4067.621338        0.077922
FIRE:   25 12:43:48    -4067.630615        0.075828
FIRE:   26 12:43:48    -4067.636230        0.081337
FIRE:   27 12:43:48    -4067.638184        0.066887
FIRE:   28 12:43:48    -4067.641113        0.056150
FIRE:   29 12:43:48    -4067.644775        0.063206
FIRE:   30 12:43:48    -4067.647949        0.071769
FIRE:   31 12:43:49    -4067.650635        0.061877
FIRE:   32 12:43:49    -4067.652344        0.042883
