      Step     Time          Energy          fmax
FIRE:    0 12:43:42     -358.297699        0.114473
FIRE:    1 12:43:42     -358.302612        0.113805
FIRE:    2 12:43:42     -358.312134        0.112488
FIRE:    3 12:43:42     -358.325592        0.110554
FIRE:    4 12:43:43     -358.343628        0.108052
FIRE:    5 12:43:43     -358.364349        0.105046
FIRE:    6 12:43:43     -358.388214        0.101609
FIRE:    7 12:43:43     -358.413940        0.097828
FIRE:    8 12:43:43     -358.444000        0.093341
FIRE:    9 12:43:43     -358.478577        0.088147
FIRE:   10 12:43:43     -358.516205        0.082270
FIRE:   11 12:43:43     -358.556610        0.075758
FIRE:   12 12:43:43     -358.599274        0.068659
FIRE:   13 12:43:43     -358.642822        0.060960
FIRE:   14 12:43:43     -358.686920        0.052555
FIRE:   15 12:43:43     -358.731384        0.044573
