source_file,force_error
completed_Li_100_slab__LLZO_011_La_code71_sto_bestgap_3.00A_r_T550K_25,118.46791827668926
completed_Li_100_slab__LLZO_010_La_order0_off_bestgap_2.50A_r_T1100K_2200,188.97539796720054
completed_Li_100_slab__LLZO_001_Zr_code93_sto_bestgap_3.00A_r_T550K_125,90.14886438867609
completed_Li_100_slab__LLZO_110_Li_order17_off_bestgap_2.50A_r_T1100K_75,149.08703840499206
completed_Li_100_slab__LLZO_010_La_order0_off_bestgap_2.50A_r_T1100K_3800,198.58463835081284
completed_Li_110_slab__LLZO_001_Zr_code93_sto_bestgap_2.50A_r_T550K_3675,234.9049016462013
completed_Li_100_slab__LLZO_010_La_order0_off_bestgap_2.50A_r_T1100K_350,102.28427191621883
completed_Li_100_slab__LLZO_001_Zr_code93_sto_bestgap_3.00A_r_T1100K_12100,232.95735929488788
