      Step     Time          Energy          fmax
FIRE:    0 12:43:25     -292.451324        0.064134
FIRE:    1 12:43:25     -292.452118        0.063778
FIRE:    2 12:43:25     -292.453613        0.063070
FIRE:    3 12:43:25     -292.455841        0.062018
FIRE:    4 12:43:25     -292.458374        0.060634
FIRE:    5 12:43:25     -292.461823        0.058944
FIRE:    6 12:43:25     -292.465668        0.056968
FIRE:    7 12:43:25     -292.469666        0.054740
FIRE:    8 12:43:25     -292.475250        0.052023
FIRE:    9 12:43:25     -292.481293        0.048782
